host;Questel unique family ID (FAN);Priority dates;Latest standardized assignees - inventors removed
avian;22412790;14/01/1999;KAKETSUKEN
avian;22723309;"2004-07-15
2005-07-12";KAKETSUKEN
avian;22891748;23/03/2006;BIOPOA
avian;22891748;23/03/2006;KBNP
avian;31326539;"1998-07-21
1999-07-21";EISAI
mult_sp;31458147;27/04/2000;NATIONAL INSTITUTE INFECTIOUS DISEASES
suin;32164482;29/08/2003;NIPPON SEIBUTSU KAGAKU KENKYUSHO
avian;32293289;30/03/2004;ZEON
avian;32972270;24/03/2008;ZEON
avian_flu;33347988;21/12/2009;HOKKAIDO UNIVERSITY
avian_flu;33347988;21/12/2009;NATIONAL INSTITUTE OF INFECTIOUS DISEASES LENGTH
avian_flu;33347988;21/12/2009;NOF
avian_flu;33347988;21/12/2009;SAITAMA MEDICAL COLLEGE EDUCATIONAL FOUNDATION
avian_flu;33661655;"2011-06-20
2012-05-28";ADMINISTRATIVE AGENCY NATIONAL AGRICULTURE & BIO ORIENTED RESEARCH ORGANIZATION
suin;34008575;10/03/2006;REPUBLIC OF KOREA
avian_flu;34030892;17/06/2005;REPUBLIC OF KOREA
avian;34085336;26/01/2007;KYUNGPOOK NATIONAL UNIVERSITY  INDUSTRY ACADEMIC COOPERATION FOUNDATION
avian_flu;34132758;"2007-07-10
2007-10-01";SUNGKYUNKWAN UNIVERSITY
avian;34233503;27/10/2009;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian;34298532;11/08/2009;CHOONG ANG VACCINE LAB
avian;34298532;11/08/2009;NATIONAL UNIVERSITY CHONBUK INDUSTRY COOP FOUND
suin;34312150;18/07/2011;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
suin;34353345;10/05/2010;REPUBLIC OF KOREA
suin;34923901;27/10/2003;CHOONG ANG VACCINE LAB
avian_flu;34977023;04/02/2005;CHOONG ANG VACCINE LAB
avian_flu;34977023;04/02/2005;VACCINE LEADER
avian_flu;34977027;04/02/2005;CHOONG ANG VACCINE LAB
avian_flu;34977027;04/02/2005;VACCINE LEADER
avian_flu;34977029;04/02/2005;CHOONG ANG VACCINE LAB
avian_flu;34977029;04/02/2005;VACCINE LEADER
avian_flu;35083555;16/04/2007;GENEXINE
avian_flu;35083555;16/04/2007;POHANG UNIVERSITY OF SCIENCE & TECHNOLOGY POSTECH
suin;35117848;15/05/2008;CHOONG ANG VACCINE LAB
suin;35195653;26/10/2010;CHOONG ANG VACCINE LAB
suin;35221023;08/05/2009;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
suin;35221025;08/05/2009;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
avian;35260698;17/05/2010;CHONNAM NATIONAL UNIVERSITY
suin;35263765;04/02/2010;REPUBLIC OF KOREA
avian_flu;35268104;09/02/2010;CHUNGNAM NATIONAL UNIVERSITY INDUSTRY ACADEMIC FOUNDATION
avian;35277504;22/02/2010;VAX
avian;35305637;01/09/2010;CHOONG ANG VACCINE LAB
avian;35305637;01/09/2010;CHUNGBUK NATIONAL UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION
avian;35306044;12/07/2010;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
avian;35306044;12/07/2010;REPUBLIC OF KOREA
suin;35328147;30/07/2010;KYUNGPOOK NATIONAL UNIVERSITY  INDUSTRY ACADEMIC COOPERATION FOUNDATION
suin;35353439;18/07/2011;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
suin;35353605;18/01/2012;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
suin;35384161;25/05/2011;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;35384581;26/05/2011;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian;35387168;30/05/2011;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian;35387168;30/05/2011;KONKUK UNIVERSITY INDUSTRY ACADEMIC COLLABORATION FOUNDATION
suin;35388865;30/05/2011;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian;35427780;"2010-11-18
2011-11-18";INVESTIGACION APLICADA
bovin;35428034;09/01/2009;BOEHRINGER INGELHEIM VETMEDICA
avian_flu;35824164;29/07/2010;INSTITUTE BIOCHEMII I BIOFIZYKI POLSKIEJ AKADEMII NAUK
avian;36060324;23/02/1998;ASHCHITY ZHIVOTNYKH
avian;36060324;23/02/1998;IKATSII VETERINARNYKH PREPARAT
avian;36060324;23/02/1998;SKIJ INSTITUTE KONTROLJA STANDARTIZ
avian;36060324;23/02/1998;VSEROSSIJSKIJ GNI
avian;36060324;23/02/1998;VSEROSSIJSKIJ NI SKIJ I Z
avian;36084459;08/10/1998;ETERINARNOJ VIRUSOLOGII I MIKR
avian;36084459;08/10/1998;VRNII V
avian;36103106;25/01/1999;ETERINARNOJ VIRUSOLOGII I MIKR
avian;36103106;25/01/1999;VRNII V
avian;36103117;22/12/1998;ETERINARNOJ VIRUSOLOGII I MIKR
avian;36103117;22/12/1998;VRNII V
mult_sp;36107581;24/02/1998;ETERINARNOJ VIRUSOLOGII I MIKR
mult_sp;36107581;24/02/1998;VSEROSSIJSKIJ NI SKIJ I V
avian;36107590;10/07/1998;ROSSIJSKIJ NI SKIJ I GEMA
avian;36107590;10/07/1998;TOLOGII I TRANSFUZIOLOGII
avian;36107590;10/07/1998;VSEROSSIJSKIJ NI SKIJ VETERINA
avian;36107590;10/07/1998;YJ INSTITUTE PTITSEVODSTVA
suin;36119227;13/05/1998;ETERINARNOJ VIRUSOLOGII I MIKR
suin;36119227;13/05/1998;VSEROSSIJSKIJ NI SKIJ I V
avian;36127384;31/03/1999;SKIJ INSTITUTE KONTROLJA STANDARTIZ
avian;36127384;31/03/1999;VSEROSSIJSKIJ GNI
suin;36129018;03/05/2001;FEDERAL INSTITUTE
suin;36129018;03/05/2001;SKIJ NII ZASHCHITY
suin;36129018;03/05/2001;ZHIVOTNYKH
bovin;36131628;17/04/2000;ASHCHITY ZHIVOTNYKH
bovin;36131628;17/04/2000;VRNII Z
avian;36131645;06/03/2000;???????? ??????????? ???????? ?????? ????????
bovin;36137001;15/12/2000;HKSPERIMENTAL NOJ VETERINARII
bovin;36137001;15/12/2000;VRNII
suin;36139363;25/04/2002;FEDERAL INSTITUTE
suin;36139363;25/04/2002;SKIJ NII ZASHCHITY ZHIVOTNYKH
suin;36140447;25/04/2002;FEDERAL INSTITUTE
suin;36140447;25/04/2002;SKIJ NII ZASHCHITY ZHIVOTNYKH
bovin;36144029;28/06/2002;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATEL SKIJ INSTITUT ZASHCHITY
avian;36158839;28/02/2002;FEDERAL INSTITUTE
avian;36158839;28/02/2002;SKIJ NII ZASHCHITY ZHIVOTNYKH
avian;36162030;23/11/1999;VINOKHODOV VLADIMIR OLEGOVICH
avian;36168084;07/03/2001;??? ?????
avian;36170147;28/11/2000;VNII VETERINARNOJ VIRUSOLOGII
avian;36171015;06/12/2000;VNII VETERINARNOJ VIRUSOLOGII
avian;36188231;28/02/2002;FEDERAL INSTITUTE
avian;36188231;28/02/2002;ZHIVOTNYKH
avian;36190468;24/05/2000;VNII VETERINARNOJ VIRUSOLOGII
suin;36193146;16/10/2002;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATEL SKIJ INSTITUT ZASHCHITY
bovin;36207830;11/08/2003;GOSUDARSTVENNOE NAUCHNOE UCHREZHDENIE INSTITUT EHKSPERIMENTAL NOJ VETERINARII SIBIRI I DAL NEGO VOSTOKA SIBIRSKOGO OTDELENIJA ROSSEL KHOZAKADEMII
suin;36208745;16/10/2002;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATEL SKIJ INSTITUT ZASHCHITY
suin;36208747;17/10/2002;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE VSEROSSIJSKIJ NAUCHNO ISSLEDOVATEL SKIJ INSTITUT ZASHCHITY
bovin;36212196;30/05/2005;GNU VNII VETERINARNOJ VIRUSOLO
avian;36213031;24/12/2003;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
bovin;36215174;06/10/2005;G NAUCHNOE UCHREZHDENIE VSEROS
avian;36218951;29/03/2004;GORSKY STATE AGRARIAN UNIVERSITY
mult_sp;36222736;23/05/2005;FEDERAL INSTITUTE
avian;36223677;22/01/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian;36223679;24/12/2003;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian;36225273;28/06/2005;GNU VNII VETERINARNOJ VIRUSOLO
bovin;36229025;29/12/2004;GNU VNII VETERINARNOJ VIRUSOLOGII I MIKROBIOLOGII
avian;36244233;01/11/2004;FEDERAL INSTITUTE
avian;36244234;01/11/2004;FEDERAL INSTITUTE
suin;36245490;20/02/2006;FEDERAL INSTITUTE
suin;36249712;09/03/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
suin;36249715;09/03/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
suin;36249727;09/03/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
mult_sp;36257013;24/03/2005;GNU VNII VETERINARNOJ VIRUSOLO
bovin;36259550;09/07/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian;36260192;05/07/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
suin;36261774;25/03/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
bovin;36264304;08/07/2005;G NAUCHNOE UCHREZHDENIE GNU VS
bovin;36264329;08/07/2005;G NAUCHNOE UCHREZHDENIE GNU VS
bovin;36264405;17/02/2005;GNU VNII VETERINARNOJ VIRUSOLO
bovin;36265822;27/04/2007;RUSSIAN ACADEMY OF AGRICULTURAL SCIENCES
bovin;36270699;18/08/2005;GNU VRNII EHKSPERIMENTAL NOJ V
avian;36274835;29/09/2004;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian_flu;36278210;07/08/2007;G UCHREZHDENIE NII GRIPPA ROSS
avian_flu;36278210;07/08/2007;TS BIOINZHENERIJA ROSSIJSKOJ A
avian_flu;36289491;20/02/2008;FEDERAL INSTITUTE
mult_sp;36290425;13/05/2009;G NAUCHNOE UCHREZHDENIE VSEROSSIJSKIJ NI I TI BIOLOG PROMY RASKHN
avian;36292790;22/11/2007;FEDERAL INSTITUTE
suin;36292799;22/11/2007;FEDERAL INSTITUTE
mult_sp;36297386;29/12/2008;INSTITUTE BIOTEKHNOLOGIJ VETERINARN
avian;36297658;26/09/2008;GNU VNII VETERINARNOJ VIRUSOLO
bovin;36319861;05/03/2009;MOSCOW STATE INSTITUTE OF ELECTRONIC TECHNOLOGY
suin;36330202;23/06/2009;G NAUCHNOE UCHREZHDENIE SARATO
suin;36330202;23/06/2009;OOO NII MEDIKO VETERINARNYKH B
avian;36334652;06/04/2010;FEDERAL NOE G UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGU VNIIZZH
mult_sp;36344686;11/05/2010;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE NII EHPIDEMIOLOGII I MIKROBIOLOGII IM POCHETNOGO AKADEMIKA N
bovin;36351931;05/07/2010;FEDERAL NOE G UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGU VNIIZZH
suin;36354051;21/03/2011;G NAUCHNOE UCHREZHDENIE SARATOVSKIJ NI VETERINARNYJ INSTITUTE ROSSIJSKOJ AKADEMII SKOKHOZJAJSTVENNYKH
suin;36354051;21/03/2011;OOO NII MEDIKO VETERINARNYKH BIOTEKHNOLOGIJ OOO NIMB
avian_flu;36358236;16/06/2011;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE NII EHKSPERIMENTAL NOJ MEDITSINY SZO RAMN
bovin;36360591;20/09/2011;G NAUCHNOE UCHREZHDENIE NI VETERINARNYJ INSTITUTE NECHERNOZEMNOJ ZONY RF ROSSIJSKOJ AKADEMII SKOKHOZJ
mult_sp;36361241;26/07/2010;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGBU VNIIZZH
mult_sp;36364511;16/11/2010;G NAUCHNOE UCHREZHDENIE VRNII VETERINARNOJ VIRUSOLOGII I MIKROBIOLOGII
suin;38229047;20/01/2003;ANIMAL HEALTH RESEARCH INSTITUTE COUNCIL OF AGRICULTURE
avian;38236902;30/08/2002;NATIONAL CHUNG HSING UNIVERSITY
avian;38251875;09/03/2007;NATIONAL CHUNG HSING UNIVERSITY
avian;38262397;02/09/2005;NATIONAL TAIWAN UNIVERSITY
suin;38263791;14/07/2006;ANIMAL TECHNOLOGY INSTITUTE TAIWAN
suin;38274090;31/07/2008;MAO XING BIOLOGICAL TECHNOLOGY
suin;38274090;31/07/2008;MAW HSING BIOTECH
avian;38281428;19/01/2004;NATIONAL CHUNG HSING UNIVERSITY
avian;38297197;24/08/2007;KAOHSIUNG BIOLOGICAL PRODUCTS
avian;38301345;04/07/2008;NATIONAL PINGTUNG UNIVERSITY OF SCIENCE & TECHNOLOGY
avian;38498378;21/11/2008;NATIONAL CHUNG HSING UNIVERSITY
suin;38524102;27/05/2010;VECTOGEN
bovin;38537878;16/08/2004;INSTITUTE EXPRM & CLINICAL VETERINA
bovin;38542628;17/12/2004;INSTITUTE EXPRM & CLINICAL VETERINA
bovin;38542643;17/12/2004;INSTITUTE EXPRM & CLINICAL VETERINA
avian;38585396;03/05/2006;INSTEX & CLINICAL VETERINARY
avian;38598753;22/04/2004;CRIMEAN EX STATION OF NATIONAL RESEARCH
avian;43252423;"1998-02-27
2001-06-05";ARKANSAS STATE UNIVERSITY
bovin;43295928;"2000-07-13
2002-12-18";IDAHO RESEARCH FOUNDATION
bovin;43448359;"2001-08-28
2002-08-27";PFIZER
bovin;43450084;"1998-04-02
1998-10-26
1999-04-01
2002-08-12
2005-05-09
2007-05-01";UNIVERSITY OF OKLAHOMA
mult_sp;43476888;"2000-03-23
2001-03-23";THOMAS JEFFERSON UNIVERSITY
avian;43525810;"2003-05-06
2007-05-04";US DEPARTMENT OF AGRICULTURE
avian;43526178;"2000-02-29
2001-02-02
2004-06-01";WYETH
avian;43555216;"2001-06-14
2005-05-11
2007-12-03";SCHERING PLOUGH ANIMAL HEALTH
avian;43561017;"2003-05-19
2004-05-17
2007-10-02";INTERVET INTERNATIONAL
suin;43571983;23/12/2005;US DEPARTMENT OF AGRICULTURE
mult_sp;43580056;"2004-02-06
2005-02-04
2005-10-11";VIRGINIA TECH INTELLECTUAL PROPERTIES
mult_sp;43611579;"2004-02-25
2005-02-25";UNIVERSITY OF KANSAS
mult_sp;43619113;"2003-09-17
2005-03-03";INFECTIOUS DISEASES BELLEVUE
avian;43621081;"2005-06-23
2006-06-23";UNIVERSITY OF MARYLAND
suin;43678870;15/06/2007;PROTATEK INTERNATIONAL
mult_sp;43701260;"2002-09-20
2004-04-28
2005-09-12
2007-08-16";US DEPARTMENT OF AGRICULTURE
mult_sp;43733805;24/04/2008;US DEPARTMENT OF AGRICULTURE
suin;43804395;22/05/2009;US DEPARTMENT OF AGRICULTURE
suin;43828330;15/01/2008;US DEPARTMENT OF AGRICULTURE
bovin;43933212;13/03/1998;VETOQUINOL
avian;43950382;"2001-04-21
2002-04-19";UNIVERSITY OF CONNECTICUT
mult_sp;43959289;"2001-04-06
2002-04-04
2003-02-26
2003-09-30";MERIAL
avian;43975230;"1999-05-05
1999-12-16
2000-05-05
2002-03-06
2002-05-17
2003-05-19
2011-07-21";UNIVERSITY OF MARYLAND
avian;43995253;"2001-03-09
2002-01-30
2004-03-26";UNIVERSITY OF MINNESOTA
bovin;43996554;"2003-01-03
2004-01-05";UNIVERSITY OF NEBRASKA
avian;44010059;21/07/2003;US DEPARTMENT OF AGRICULTURE
suin;44056834;22/09/2003;INSTITUT PASTEUR
mult_sp;44098535;"2003-10-29
2004-10-29";UNIVERSITY OF QUEENSLAND
mult_sp;44114032;"2005-12-09
2006-12-08
2014-05-02
2016-08-10
2017-11-29";WISCONSIN ALUMNI RESEARCH FOUNDATION
avian_flu;44133169;16/05/2006;BUCK INSTITUTE FOR AGE RESEARCH
suin;44162069;22/06/2006;RATH MATTHIAS
avian_flu;44198038;"2007-05-25
2008-05-27
2014-04-14";NOVAVAX
avian_flu;44204822;"2007-06-18
2008-06-18
2016-10-13";UNIVERSITY OF WISCONSIN
avian_flu;44204822;"2007-06-18
2008-06-18
2016-10-13";WISCONSIN ALUMNI RESEARCH FOUNDATION
avian;44234314;"2008-03-21
2009-03-20";US DEPARTMENT OF AGRICULTURE
mult_sp;44234682;"2006-06-30
2007-06-08
2007-06-29
2008-05-27
2008-06-19
2008-12-24
2013-03-13";UNIVERSITY OF GEORGIA RESEARCH FOUNDATION
mult_sp;44234682;"2006-06-30
2007-06-08
2007-06-29
2008-05-27
2008-06-19
2008-12-24
2013-03-13";US CENTERS FOR DISEASE CONTROL & PREVENTION (CDC)
avian_flu;44234697;"2008-03-28
2009-03-16";ZEON
suin;44247945;03/07/2008;BOEHRINGER INGELHEIM VETMEDICA
avian;44252443;"2001-06-14
2005-05-11
2007-12-03
2009-08-11";SCHERING PLOUGH ANIMAL HEALTH
suin;44268009;26/11/2008;BOEHRINGER INGELHEIM VETMEDICA
avian_flu;44268016;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-12-19
2011-11-15
2014-01-07
2015-09-29
2017-03-09
2018-02-21";NOVAVAX
suin;44272213;24/10/2008;UNIVERSITY OF CONNECTICUT
suin;44272213;24/10/2008;US DEPARTMENT OF AGRICULTURE
avian_flu;44274061;"2008-09-18
2009-04-01
2009-09-16
2009-09-18
2014-02-04
2016-08-22";AVIEX TECHNOLOGY
suin;44274261;13/02/2007;WASHINGTON STATE UNIVERSITY RESEARCH FOUNDATION
bovin;44279178;"2009-01-09
2014-08-27";BOEHRINGER INGELHEIM VETMEDICA
avian;44288336;"2008-07-18
2009-07-14";TEXAS A & M UNIVERSITY
avian_flu;44299688;"2005-11-18
2006-11-17";RUTGERS UNIVERSITY
mult_sp;44302930;"2008-02-19
2009-02-17
2010-08-18
2013-06-04
2014-12-08";NATIONAL RESEARCH COUNCIL OF CANADA
mult_sp;44302930;"2008-02-19
2009-02-17
2010-08-18
2013-06-04
2014-12-08";US DEPARTMENT OF HEALTH & HUMAN SERVICES
mult_sp;44325482;"2009-10-07
2010-02-12
2010-10-06
2010-10-07
2013-10-08";SANOFI PASTEUR
avian_flu;44334387;"2008-03-13
2009-03-13";UNIVERSITY OF MARYLAND
mult_sp;44341986;"2010-01-19
2011-01-19";US DEPARTMENT OF AGRICULTURE
avian_flu;44345234;"2008-01-16
2008-01-24";US DEPARTMENT OF HEALTH & HUMAN SERVICES
bovin;44375511;"2009-02-02
2010-02-02
2011-08-02
2015-07-31";WASHINGTON STATE UNIVERSITY
avian_flu;44379436;"2008-12-05
2009-12-04";WISCONSIN ALUMNI RESEARCH FOUNDATION
suin;44430221;20/01/2011;WU HUA
mult_sp;44436656;22/12/2010;US DEPARTMENT OF AGRICULTURE
suin;44460138;10/09/2010;SECRETARY OF STATE FOR ENVIRONMENT FOOD & RURAL AFFAIRS
avian_flu;44463622;"2009-10-13
2010-06-25
2010-10-13";JOHNS HOPKINS UNIVERSITY
avian_flu;44463622;"2009-10-13
2010-06-25
2010-10-13";NATIONAL UNIVERSITY OF SINGAPORE
avian;44463654;"2011-05-17
2011-10-17
2012-05-17
2012-09-14
2013-04-04";CJ CHEIL JEDANG
suin;44490470;01/06/2011;CHULALONGKORN UNIVERSITY
suin;44490470;01/06/2011;MERIAL
mult_sp;44490477;"2010-07-01
2011-06-09
2014-05-19";US DEPARTMENT OF AGRICULTURE
avian_flu;44503739;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-09-12
2008-12-19
2009-09-14
2010-07-08
2011-02-22
2011-10-24
2015-02-23";NOVAVAX
avian;44528009;01/09/1998;UNIVERSITY OF HONG KONG
avian;44529527;30/07/1999;LABORATORIO AVI MEX
avian;44554443;17/11/2003;UNIVERSITY OF MINNESOTA
avian;44570221;12/08/2005;BIONOSTRA
mult_sp;44573410;31/03/2005;UNIVERSITY OF SOUTH CAROLINA
avian_flu;44623609;05/03/2010;AGRICULTURAL RESEARCH DEVELOPMENT AGENCY PUBLIC ORGANIZATION
avian;44636233;"2010-08-02
2011-08-02";UNIVERSITY OF GEORGIA
mult_sp;44638646;17/09/2010;PURDUE RESEARCH FOUNDATION
mult_sp;44638646;17/09/2010;VIRGINIA TECH INTELLECTUAL PROPERTIES
bovin;44639929;"2010-09-21
2011-09-21";INTERVET INTERNATIONAL
avian_flu;44645142;"2010-10-22
2011-10-22";BOEHRINGER INGELHEIM VETMEDICA
suin;44649705;10/11/2010;ZOETIS SERVICES
avian_flu;44653913;"2010-12-22
2011-12-22";NOVAVAX
suin;44677131;13/05/2011;HENRY M JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE
suin;44677131;13/05/2011;ZOETIS SERVICES
avian;44683694;"2011-06-17
2012-06-15";GHENT UNIVERSITY
bovin;44691924;"2011-07-05
2012-07-04
2016-05-31";MEAT & LIVESTOCK AUSTRALIA
bovin;44691924;"2011-07-05
2012-07-04
2016-05-31";STATE OF QUEENSLAND
avian_flu;44700649;"2011-08-15
2012-08-15
2014-03-20
2017-07-28";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;44777941;30/05/2011;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;44777941;30/05/2011;KONKUK UNIVERSITY INDUSTRY ACADEMIC COLLABORATION FOUNDATION
avian;44807712;03/12/2012;QINGDAO BOITE BIOPHARMACEUTICAL
avian;44807712;03/12/2012;QINGDAO VLAND BIOTECH
avian;44807716;03/12/2012;QINGDAO BOITE BIOPHARMACEUTICAL
avian;44807716;03/12/2012;QINGDAO VLAND BIOTECH
avian;44811009;31/12/2012;YEBIO BIOENGINEERING
avian;44811167;03/12/2012;QINGDAO BOITE BIOPHARMACEUTICAL
avian;44811167;03/12/2012;QINGDAO VLAND BIOTECH
suin;44847340;14/09/2011;SHANDONG LVDU BIO SICIENCE & TECHNOLOGY
avian;44848421;03/12/2012;QINGDAO BOITE BIOPHARMACEUTICAL
avian;44848421;03/12/2012;QINGDAO VLAND BIOTECH
avian;44848424;31/12/2012;YEBIO BIOENGINEERING
mult_sp;44848428;16/11/2012;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;44848439;31/12/2012;YEBIO BIOENGINEERING
avian_flu;44866259;04/06/2010;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
avian_flu;44866271;04/06/2010;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
mult_sp;44866541;03/12/2012;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian;44900134;31/12/2012;YEBIO BIOENGINEERING
suin;44900171;28/12/2012;GUIZHOU UNIVERSITY
avian_flu;44909365;31/08/2011;HOKKAIDO UNIVERSITY
avian_flu;44909365;31/08/2011;KAKETSUKEN
avian_flu;44909365;31/08/2011;NATIONAL INSTITUTE OF INFECTIOUS DISEASES LENGTH
avian_flu;44909365;31/08/2011;TOKYO METROPOLITAN INSTITUTE OF MEDICAL SCIENCE
suin;44946994;29/12/2012;PU LIKE BIO ENGINEERING
suin;44947001;29/01/2013;QILU ANIMAL HEALTH PRODUCTS
avian;44984306;28/12/2012;SUN YAT SEN UNIVERSITY
avian;45015797;"2011-10-21
2012-10-19
2014-11-05";INTERVET INTERNATIONAL
avian;45015802;"2011-10-21
2012-10-19";MEDTRONIC INTERVET
mult_sp;45078065;10/11/2011;BEIJING BAIKANG AN BIOTECH
suin;45100222;28/10/2011;LIAONING CHENGDA ANIMAL PHARMACEUTICAL
mult_sp;45100230;27/08/2012;WAN LIMING
mult_sp;45100287;04/02/2013;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;45114391;18/01/2013;CHINA AGRICULTURAL UNIVERSITY
mult_sp;45114620;26/12/2012;INSTITUTE OF BIOTECHNOLOGY THE ACADEMY OF MILITARY MEDICAL SCIENCES CHINA
mult_sp;45114620;26/12/2012;NATIONAL INSTITUTES FOR FOOD & DRUG CONTROL
avian;45218627;18/12/2012;SHANDONG BINZHOU WOHUA BIOTECH
avian_flu;45318299;26/09/2011;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;45318299;26/09/2011;KONKUK UNIVERSITY INDUSTRY ACADEMIC COLLABORATION FOUNDATION
avian_flu;45364546;27/03/2013;NANJING AGRICULTURAL UNIVERSITY
avian;45426148;27/02/2013;HARBIN PHARMACEUTICAL BIO VACCINE
avian;45435571;27/02/2013;HARBIN PHARMACEUTICAL BIO VACCINE
avian;45435585;25/03/2013;ZHEJIANG EBVAC BIOTECH
mult_sp;45435596;27/03/2013;GUANGZHOU GALAXY SUN BIOLOGICAL PRODUCTS
suin;45469064;14/12/2011;PU LIKE BIO ENGINEERING
suin;45469085;27/12/2012;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;45476964;26/02/2013;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
mult_sp;45478792;25/02/2013;HUNAN SINOLAND BIOLOGICAL PHARMACEUTICAL
mult_sp;45509358;24/10/2008;PHAROS VACCINE
suin;45515185;01/02/2013;GUANGZHOU PUTAI BIOTECHNOLOGY
suin;45515185;01/02/2013;QINGDAO HONGQIAO MINGQIN BIOTECHNOLOGY
avian_flu;45528865;10/11/2011;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
bovin;45546938;29/12/2011;UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG
avian;45548969;25/03/2013;ZHEJIANG EBVAC BIOTECH
mult_sp;45551926;25/03/2013;CHINA ANIMAL HUSBANDRY COMMERICAL GENERAL
mult_sp;45551926;25/03/2013;CHINA ANIMAL HUSBANDRY INDUSTRY
suin;45557762;30/12/2011;UNITED BIOMEDICAL
mult_sp;45590941;29/03/2013;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;45603028;02/12/2011;VAXXINOVA
avian_flu;45605252;04/01/2012;INSTITUTE BIOCHEMII I BIOFIZYKI PAN
suin;45633976;01/12/2011;UNIVERSITY OF MARYLAND
mult_sp;45679683;25/03/2013;CHINA ANIMAL HUSBANDRY COMMERICAL GENERAL
mult_sp;45679683;25/03/2013;CHINA ANIMAL HUSBANDRY INDUSTRY
