host;Questel unique family ID (FAN);Priority dates;Latest standardized assignees - inventors removed
avian_flu;6787442;04/01/2009;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
avian;6788363;24/02/2009;QYH BIOTECH
avian;6788369;26/12/2008;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;6788376;26/12/2008;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;6793342;04/09/2008;FUZHOU BEI NONG BIOTECH
mult_sp;6820204;19/05/2009;INSTITUTE OF PARASITIC DISEASES CHINESE CENTER FOR DISEASES CONTROL & PREVENTION
mult_sp;6820204;19/05/2009;SUN YAT SEN UNIVERSITY
bovin;6822541;"2008-10-31
2009-10-22";BOEHRINGER INGELHEIM VETMEDICA
mult_sp;6833705;06/02/2009;INSTITUTE OF MILITARY VETERINARY THE ACADEMY OF MILITARY MEDICAL SCIENCES
avian_flu;6839066;25/05/2009;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
suin;6852957;25/08/2008;BOEHRINGER INGELHEIM VETMEDICA
mult_sp;6857385;"2008-09-26
2009-09-28
2011-04-25
2013-07-07
2013-08-09";AMBRX
avian_flu;6860675;25/05/2009;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;6861405;"2007-07-19
2007-09-07
2008-05-20
2008-07-21";NOVAVAX
suin;6870411;18/06/2008;LUOYANG PU LIKE BIO ENGINEERING
mult_sp;6880606;28/10/2008;SECOND MILITARY MEDICAL UNIVERSITY
avian;6888705;"2008-08-08
2009-08-07";ZOETIS SERVICES
avian;6893859;29/07/2009;HARBIN PHARMACEUTICAL BIO VACCINE
avian;6897661;12/08/2009;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;6902355;13/08/2009;SINOVET BIOTECHNOLOGY
suin;6905423;18/05/2009;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;6905423;18/05/2009;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;6905423;18/05/2009;WUHAN CHOPPER BIOLOGY
avian_flu;6909856;"2006-10-10
2006-11-20
2007-03-30
2007-04-02
2007-10-10";US DEPARTMENT OF HEALTH & HUMAN SERVICES
avian_flu;6912442;"2006-11-20
2007-11-16";PAUL EHRLICH INSTITUT BUNDESAMT FUR & IMPFSTOFFE
avian_flu;6915717;17/08/2009;NOVARTIS
avian_flu;6917609;21/08/2009;CHINA ANIMAL HUSBANDRY INDUSTRY
avian;6918642;06/08/2009;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;6925106;"2007-10-13
2008-09-05
2008-10-09";CORNELL UNIVERSITY
suin;6939804;14/10/2009;GUANGDONG YONGSHUN BIO PHARMACEUTICAL
avian;6939828;21/10/2009;LIAONING YIKANG BIOLOGICAL PRODUCTS
avian;6939863;21/10/2009;LIAONING YIKANG BIOLOGICAL PRODUCTS
avian_flu;6957110;"2008-11-28
2009-11-30
2013-01-18
2014-01-13";BIOLEX THERAPEUTICS
avian_flu;6957110;"2008-11-28
2009-11-30
2013-01-18
2014-01-13";MERIAL
suin;6959781;26/10/2009;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;6959781;26/10/2009;GUANGDONG WINSUN BIO PHARMACEUTICAL
suin;6963132;22/10/2009;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;6976483;31/12/2009;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
avian_flu;6976487;04/11/2008;INSTITUTE OF ZOOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;6976938;29/12/2009;SHANGHAI UNITED CELL BIOTECHNOLOGY
avian;7025943;17/11/2009;QYH BIOTECH
avian;7033923;11/11/2009;ZHENGZHOU HOUYI PHARMACEUTICAL
mult_sp;7042510;11/03/2010;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;7062005;29/01/2010;BEIJING UNIVERSITY OF TECHNOLOGY
suin;7062473;07/04/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
mult_sp;7062480;07/04/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
suin;7062489;07/04/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
avian_flu;7064210;21/01/2009;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;7066143;29/04/2010;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
bovin;7072598;24/12/2009;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;7072602;01/02/2010;CHENGDU TIANBANG BIOLOGICAL PRODUCT
suin;7083512;28/01/2010;LUOYANG PU LIKE BIO ENGINEERING
suin;7089981;19/05/2010;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
suin;7090004;23/02/2010;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;7090004;23/02/2010;GUANGDONG YONGSHUN BIO PHARMACEUTICAL
suin;7090009;23/02/2010;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;7090009;23/02/2010;GUANGDONG YONGSHUN BIO PHARMACEUTICAL
suin;7095619;02/04/2010;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
mult_sp;7097082;"2010-03-30
2010-09-26";PU LIKE BIO ENGINEERING
suin;7099808;30/03/2010;PU LIKE BIO ENGINEERING
avian_flu;7104749;"2008-08-01
2009-07-31
2011-03-08
2015-06-19";GAMMA VACCINES
suin;7110822;28/06/2010;HUA WEI TE BIOPHARMACEUTICAL
suin;7110822;28/06/2010;SINOVET BIOTECHNOLOGY
suin;7115945;11/09/2009;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;7120693;05/02/2010;QYH BIOTECH
avian;7124436;14/05/2010;HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY
suin;7126276;17/06/2009;CHINA ANIMAL HUSBANDRY INDUSTRY
bovin;7134488;26/02/2010;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;7139076;11/05/2009;INSTITUTE OF BASIC MEDICAL SCIENCES CHINESE ACADEMY OF MEDICAL SCIENCES
avian_flu;7139076;11/05/2009;NATIONAL INSTITUTE FOR VIRAL DISEASE CONTROL & PREVENTION CHINESE CENTER FOR DISEASE CONTROL & PREVENTION
avian_flu;7145129;"2007-03-30
2008-03-28
2009-07-21
2014-11-24
2018-08-28";BIOMUNE
suin;7154051;05/08/2010;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian;7159707;14/07/2010;HENAN INSTITUTE OF SCIENCE & TECHNOLOGY
suin;7163766;29/06/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
avian;7163771;29/06/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
mult_sp;7163784;09/06/2009;CHANGZHOU TONGTAI BIOLOGICAL PHARMACEUTICAL TECHNOLOGY
bovin;7166294;06/03/2010;JILIN AGRICULTURAL UNIVERSITY
avian_flu;7166664;04/06/2010;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
suin;7166689;01/03/2010;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;7172594;27/09/2010;WUHAN UNIVERSITY
avian;7172607;30/09/2010;ZHENGZHOU HOUYI PHARMACEUTICAL
avian;7173687;29/06/2010;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;7178056;10/09/2010;SECOND MILITARY MEDICAL UNIVERSITY
mult_sp;7179390;18/08/2010;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;7179399;26/08/2010;NATIONAL RESEARCH CENTER OF VETERINARY BIOLOGICALS ENGINEERING & TECHNOLOGY
mult_sp;7194876;29/06/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
avian_flu;7196513;28/09/2009;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
bovin;7201695;"2008-10-03
2009-10-01";CORNELL UNIVERSITY
bovin;7201695;"2008-10-03
2009-10-01";ELANCO
avian_flu;7202472;13/10/2010;ZHENGZHOU  UNIVERSITY
mult_sp;7202495;21/09/2010;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
suin;7205138;25/11/2010;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian;7206344;27/08/2010;HENAN INSTITUTE OF SCIENCE & TECHNOLOGY
suin;7209035;09/11/2010;NATIONAL RESEARCH CENTER OF VETERINARY BIOLOGICALS ENGINEERING & TECHNOLOGY
avian_flu;7210888;01/02/2010;CHENGDU TIANBANG BIOLOGICAL PRODUCT
suin;7223115;29/06/2010;NORTH WEST AGRICULTURE & FORESTRY UNIVERSITY
suin;7223128;30/09/2010;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;7233919;28/07/2010;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;7238414;10/11/2010;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
mult_sp;7241742;"2010-03-12
2010-07-21
2011-03-11
2016-04-14";MERIAL
avian_flu;7243615;"2008-12-09
2009-12-09";UNIVERSITY OF XIAMEN
avian_flu;7245089;06/10/2008;ZHEJIANG EBVAC BIOTECH
bovin;7282115;04/11/2009;TIANJIN RINGPU BIOLOGY TECHNOLOGY
suin;7285851;15/09/2010;WUHAN CHOPPER BIOLOGY
mult_sp;7285870;15/09/2010;WUHAN CHOPPER BIOLOGY
suin;7285874;15/09/2010;WUHAN CHOPPER BIOLOGY
avian;7285890;29/12/2010;YEBIO BIOENGINEERING
avian;7310190;29/12/2010;YEBIO BIOENGINEERING
avian;7310191;29/12/2010;YEBIO BIOENGINEERING
suin;7318730;05/01/2011;CHONGQING UNIVERSITY
avian_flu;7320418;30/12/2010;CHONGQING UNIVERSITY
avian;7349211;"2009-01-22
2010-01-22";UNIVERSITY OF GEORGIA
mult_sp;7349894;05/01/2011;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
mult_sp;7349895;05/01/2011;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
avian;7349909;29/12/2010;YEBIO BIOENGINEERING
bovin;7353217;"2010-12-27
2011-12-21";ELANCO
avian_flu;7356103;04/11/2010;UNIVERSITY OF HONG KONG
avian_flu;7361729;20/12/2010;SUN YAT SEN UNIVERSITY
mult_sp;7376672;"2010-11-05
2011-11-07
2014-02-28
2017-06-30";NOVAVAX
avian;7377085;21/04/2011;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;7379686;23/03/2011;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian;7381195;28/03/2011;NANJING YIHAI BIOTECHNOLOGY
avian_flu;7388627;15/09/2010;WUHAN CHOPPER BIOLOGY
avian;7405837;16/03/2011;YANGZHOU UNIVERSITY
suin;7405987;13/04/2011;WUHAN CHOPPER BIOLOGY
mult_sp;7411813;10/05/2011;SHENLIAN BIOLOGICAL MEDICINE
avian;7421044;29/04/2010;SHANGHAI ACADEMY OF AGRICULTURE SCIENCES
avian;7421807;16/03/2011;YANGZHOU UNIVERSITY
suin;7432049;01/06/2011;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian;7433595;29/04/2011;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;7433595;29/04/2011;NATIONAL ENGINEERING RESEARCH CENTER OF VETERINARY BIOLOGICS
suin;7440669;23/06/2011;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
mult_sp;7454548;13/04/2011;DISEASE CONTROL & PREVENTION PLA
mult_sp;7467422;20/07/2011;YANG JIANCHUN HENAN YAWEI ANIMAL MEDICINE
avian;7467427;30/06/2011;HENAN AGRICULTURAL UNIVERSITY
avian_flu;7467440;05/05/2006;LIFE SCIENCES LABORATORY
mult_sp;7472213;12/06/2010;SUN YUKUN
mult_sp;7472213;12/06/2010;WU XIAOYAN
avian;7474836;30/06/2011;HENAN AGRICULTURAL UNIVERSITY
avian;7483812;27/07/2011;ZHEJIANG EBVAC BIOTECH
avian;7486957;06/07/2011;PU LIKE BIO ENGINEERING
bovin;7491690;24/05/2011;GREEN CORAL TECHNOLOGY
suin;7495805;05/02/2010;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian_flu;7495821;"2011-09-08
2012-09-04";SHANGHAI VETERINARY RESEARCH INSTITUTE CAAS
suin;7498044;11/08/2011;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;7499398;19/07/2011;HARBIN PHARMACEUTICAL BIO VACCINE
suin;7500874;06/09/2011;NANJING AGRICULTURAL UNIVERSITY
avian;7506781;17/06/2011;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
suin;7511469;17/06/2010;SHANGHAI CHUANGHONG BIOLOGICAL TECHNOLOGY
avian;7522343;09/09/2011;QYH BIOTECH
mult_sp;7530066;06/09/2011;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
suin;7541354;29/09/2011;WUHAN RESEARCH INSTITUTE OF ANIMAL & VETERINARYSCIENCE
avian_flu;7549686;24/06/2010;LIAONING CHENGDA BIOTECHNOLOGY
avian;7550649;24/05/2011;NANJING CHUANGQI BIOLOGICAL TECHNOLOGY
mult_sp;7557580;09/10/2011;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
suin;7559824;23/12/2008;INTERVET INTERNATIONAL
avian_flu;7569640;26/09/2011;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
suin;7569667;09/08/2010;SUN YAT SEN UNIVERSITY
avian;7569669;09/08/2010;SUN YAT SEN UNIVERSITY
avian;7569670;09/08/2010;SUN YAT SEN UNIVERSITY
avian;7569673;09/08/2010;SUN YAT SEN UNIVERSITY
suin;7592615;17/02/2011;BOEHRINGER INGELHEIM VETMEDICA
mult_sp;7595358;09/08/2010;SUN YAT SEN UNIVERSITY
avian;7601542;25/10/2011;HARBIN PHARMACEUTICAL BIO VACCINE
avian_flu;7605214;23/11/2011;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
mult_sp;7607326;23/11/2011;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;7607349;12/12/2011;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
avian_flu;7607349;12/12/2011;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
avian_flu;7615511;27/05/2011;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
suin;7615772;16/12/2011;WUHAN HUAYANG ANIMAL PHARMACEUTICAL
suin;7615775;16/12/2011;WUHAN HUAYANG ANIMAL PHARMACEUTICAL
suin;7638019;18/10/2010;BEIJING SKYWING TECHNOLOGY
avian;7648039;25/09/2010;SHANDONG BINZHOU BOLAIWEI BIOTECH
avian_flu;7653449;20/10/2011;BEIJING TRUSTWORTHY TECHNOLOGY
avian_flu;7653449;20/10/2011;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;7663333;"2009-07-17
2010-06-16
2012-01-13
2014-08-13";HALLYM UNIVERSITY
suin;7685872;09/10/2009;CHINA ANIMAL HUSBANDRY INDUSTRY
suin;7700289;30/12/2011;CHONGQING UNIVERSITY
avian_flu;7703461;30/12/2010;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;7703461;30/12/2010;WUHAN KEQIAN ANIMAL BIOLOGICAL PRODUCTS
suin;7708716;17/02/2011;BOEHRINGER INGELHEIM VETMEDICA
avian;7737098;04/01/2012;YANGZHOU UNIVERSITY
suin;7758200;31/12/2011;TIANJIN RINGPU BIOLOGY TECHNOLOGY
mult_sp;7758213;07/03/2012;CHANGCHUN BCHT BIOTECHNOLOGY
avian;7769884;12/03/2012;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
mult_sp;7770718;"2008-10-30
2009-10-21
2010-04-06
2012-01-27";VETERINARY TECHNOLOGIES
mult_sp;7773134;23/12/2011;GENIFARM TECHNOLOGY
avian;7786969;28/12/2010;HUA WEI TE BIOPHARMACEUTICAL
avian;7786969;28/12/2010;SINOVET BIOTECHNOLOGY
avian_flu;7786972;08/03/2012;YANGZHOU VAC BIOENGINEERING
avian_flu;7786972;08/03/2012;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
avian_flu;7786992;01/03/2012;ZHEJIANG TIANYUAN BIOLOGICAL PHARMACEUTICAL
suin;7787012;07/03/2012;QILU ANIMAL HEALTH PRODUCTS
suin;7787053;20/03/2012;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;7787818;"2010-03-26
2011-03-28";EMERGENT PRODUCT DEVELOPMENT GAITHERSBURG
mult_sp;7788490;09/04/2012;ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES
avian;7794126;22/03/2012;BEIJING MICRO PACIFIC TEKTRONIX BIOLOGICAL TECHNOLOGY
avian;7794126;22/03/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
avian;7794126;22/03/2012;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian_flu;7795194;"2010-07-23
2011-07-25";ERASMUS UNIVERSITY MEDICAL CENTRE ROTTERDAM
avian_flu;7795194;"2010-07-23
2011-07-25";NOVAVAX
suin;7798566;18/05/2010;IDT BIOLOG
avian_flu;7802927;01/12/2011;HARBIN PHARMACEUTICAL BIO VACCINE
avian_flu;7802930;01/12/2011;HARBIN PHARMACEUTICAL BIO VACCINE
avian;7816604;"2009-12-01
2010-11-30";INTERVET INTERNATIONAL
avian_flu;7819532;"2009-07-13
2009-11-20
2010-07-13";VAXGENE
suin;7827528;14/04/2012;QINGDAO AGRICULTURAL UNIVERSITY
avian_flu;7829074;"2010-03-11
2011-03-10";IMMUNE DESIGN
avian;7835707;25/04/2012;CHINA AGRICULTURAL UNIVERSITY
avian;7851577;18/06/2012;YEBIO BIOENGINEERING
avian;7851587;18/06/2012;YEBIO BIOENGINEERING
mult_sp;7855971;07/05/2012;CHENGDU KANGHUA BIOLOGICAL PRODUCTS
avian;7856035;30/05/2012;QINGDAO AGRICULTURAL UNIVERSITY
avian;7856041;30/05/2012;QINGDAO AGRICULTURAL UNIVERSITY
avian;7856050;30/05/2012;QINGDAO AGRICULTURAL UNIVERSITY
avian_flu;7869894;17/05/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
avian_flu;7869894;17/05/2012;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
mult_sp;7875559;28/04/2012;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;7879779;17/12/2011;HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY
suin;7883862;04/07/2012;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883862;04/07/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;7883865;04/07/2012;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883865;04/07/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;7883890;04/07/2012;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883890;04/07/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;7883899;27/10/2011;HUA WEI TE BIOPHARMACEUTICAL
suin;7883899;27/10/2011;SINOVET BIOTECHNOLOGY
suin;7883906;27/05/2011;HUA WEI TE BIOPHARMACEUTICAL
suin;7883906;27/05/2011;SINOVET BIOTECHNOLOGY
mult_sp;7883911;27/10/2011;HUA WEI TE BIOPHARMACEUTICAL
suin;7883911;27/10/2011;SINOVET BIOTECHNOLOGY
suin;7883965;04/07/2012;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883965;04/07/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;7883973;04/07/2012;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7883973;04/07/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
avian;7896919;18/06/2012;YEBIO BIOENGINEERING
suin;7896928;07/02/2012;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;7900823;04/07/2012;CHINA ANIMAL DISEASE CONTROL CENTER
suin;7900823;04/07/2012;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
suin;7900850;07/03/2012;QILU ANIMAL HEALTH PRODUCTS
avian_flu;7904220;"2009-07-13
2009-11-20
2009-12-23
2010-07-13
2010-12-23
2012-01-13
2012-06-22";VAXGENE
mult_sp;7905916;"2009-09-21
2010-09-21
2012-04-10
2014-06-05";AIX MARSEILLE UNIVERSITE
mult_sp;7905916;"2009-09-21
2010-09-21
2012-04-10
2014-06-05";CNRS - CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
mult_sp;7905916;"2009-09-21
2010-09-21
2012-04-10
2014-06-05";INSERM - INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE
mult_sp;7905916;"2009-09-21
2010-09-21
2012-04-10
2014-06-05";UNIVERSITY NAVARRA
suin;7920418;12/12/2011;CHINA ANIMAL HUSBANDRY INDUSTRY
mult_sp;7936323;03/08/2012;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;7961785;03/09/2012;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;7963253;06/10/2009;HELIX
mult_sp;7977168;11/06/2012;VETERINARY RESEARCH INSTITUTE OF XINJIANG UYGUR AUTONOMOUS REGION ANIMAL SCIENCES ACADEMY
avian_flu;7987328;"2012-07-12
2012-09-27";YANGZHOU UNIVERSITY
mult_sp;7987677;"2012-07-30
2013-05-14";LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;7990353;"2012-08-10
2012-08-22
2013-02-06";LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;7990353;"2012-08-10
2012-08-22
2013-02-06";SHENLIAN BIOLOGICAL MEDICINE
suin;7991658;29/08/2012;ZHENGZHOU HOUYI PHARMACEUTICAL
mult_sp;7993974;11/09/2012;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;8005887;28/06/2012;BEIJING JIANXIANG HEMU BIOLOGICAL TECHNOLOGY
avian_flu;8005887;28/06/2012;SHANXI LONGKER BIOLOGICAL PHARMACEUTICAL
avian_flu;8005920;03/09/2012;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;8028268;04/08/2011;GUANGZHOU GLAM BIOTECHNOLOGY
avian;8028309;01/08/2011;PU LIKE BIO ENGINEERING
mult_sp;8039622;26/08/2011;TANGSHAN YIAN BIOLOGICAL ENGINEERING
suin;8039650;26/08/2011;PU LIKE BIO ENGINEERING
avian;8039675;27/08/2012;SHANGHAI QISHENG BIOTECHNOLOGY
mult_sp;8087529;12/10/2012;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;8088287;20/07/2011;PU LIKE BIO ENGINEERING
avian;8095140;20/12/2012;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
mult_sp;8105559;19/10/2012;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
suin;8112468;30/11/2011;PU LIKE BIO ENGINEERING
avian;8112523;30/11/2011;PU LIKE BIO ENGINEERING
bovin;8112538;28/04/2009;PFIZER
avian;8150527;28/11/2012;YANG JIANCHUN HENAN YAWEI ANIMAL MEDICINE
suin;8150713;21/11/2012;FUZHOU BEI NONG BIOTECH
avian;8150717;03/12/2012;QINGDAO BOITE BIOPHARMACEUTICAL
avian;8150717;03/12/2012;QINGDAO VLAND BIOTECH
suin;8150730;07/09/2011;PU LIKE BIO ENGINEERING
avian;8150739;14/12/2011;PU LIKE BIO ENGINEERING
avian;8150751;03/12/2012;QINGDAO BOITE BIOPHARMACEUTICAL
avian;8150751;03/12/2012;QINGDAO KDN PHARMACEUTICAL
suin;8150753;29/12/2011;PU LIKE BIO ENGINEERING
avian;8150758;29/11/2012;FUZHOU BEI NONG BIOTECH
avian;8150762;23/08/2012;ZHENGZHOU HOUYI PHARMACEUTICAL
avian;8169625;30/11/2011;PU LIKE BIO ENGINEERING
avian;13478086;"2000-03-29
2001-03-01";G B PANT UNIVERSITY OF AGRICULTURE & TECHNOLOGY
avian;13913967;"2001-09-28
2004-04-27";ZEON
avian_flu;14055911;17/03/2004;PHILIPPS UNIVERSITY MARBURG
bovin;14765424;"1999-04-29
2000-04-25";INTERVET INTERNATIONAL
suin;14820162;21/05/2001;ID LELYSTAD
suin;14832734;22/01/2002;PROTATEK INTERNATIONAL
avian;14853368;"2003-03-31
2004-03-31";CHIMERA PHARMA U
avian;14853368;"2003-03-31
2004-03-31";CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
mult_sp;14856336;"2003-07-11
2004-07-12
2015-09-30
2018-05-14";ALTIMMUNE
mult_sp;14858533;03/09/2004;CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
avian;14870297;"2003-12-30
2004-12-29";VIRUMAR PITUACH TARKIVIM
avian;14878245;"2004-04-30
2005-04-27";CHIMERA PHARMA U
avian;14878245;"2004-04-30
2005-04-27";CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
suin;14882129;09/07/2004;CID
bovin;14883152;"2004-07-09
2005-07-11";MOREDUN RESEARCH INSTITUTE
avian_flu;14891086;"2006-02-20
2006-04-24
2006-05-19";PROIMMUNE
avian_flu;14932772;"2006-01-17
2007-01-17";CREATOGEN LABORATORIES
avian_flu;14934360;"2006-05-11
2007-05-11";NOVAVAX
avian_flu;14974844;"2007-05-31
2007-06-11
2008-05-30";STATENS SERUM INSTITUT
avian_flu;14979971;15/06/2007;PROTHEON
bovin;14984651;"2007-10-31
2008-10-28";NOVARTIS
bovin;14984651;"2007-10-31
2008-10-28";ROYAL VETERINARY COLLEGE
avian_flu;15009729;"2008-06-12
2009-06-10";UNIVERSITI PUTRA MALAYSIA
avian;15014971;"1998-09-14
1999-07-14
1999-09-14
2000-05-22
2000-07-14
2002-09-17
2008-09-23";MOUNT SINAI SCHOOL OF MEDICINE
avian;15030932;"2009-02-05
2010-02-05
2011-11-17
2013-10-22
2015-11-16";ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI
avian;15030932;"2009-02-05
2010-02-05
2011-11-17
2013-10-22
2015-11-16";MEMORIAL SLOAN KETTERING CANCER CENTER
bovin;15034421;"2010-07-29
2010-08-03
2011-07-29";UNIVERSITY OF EDINBURGH
suin;15056139;26/11/2010;CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
suin;15056139;26/11/2010;PFIZER
suin;15078887;16/04/2010;GHENT UNIVERSITY
suin;15079561;24/03/2010;SEPPIC
suin;15080851;29/07/2011;BOEHRINGER INGELHEIM VETMEDICA
mult_sp;15448749;13/01/1998;INSTITUTO CIENTIFICO & TECNOLOGICO DE NAVARRA
avian_flu;15564803;05/12/2005;REMEDAL
avian_flu;17879996;"2007-11-26
2008-06-05
2008-11-25
2014-06-24";SEQIRUS
avian_flu;17915279;"2008-06-12
2009-03-31
2009-06-12
2011-04-22
2014-08-18";NOVARTIS
avian;18902273;09/08/2000;CEVA PHYLAXIA OLTOANYAGTERMELO
