host;Questel unique family ID (FAN);Priority dates;Latest standardized assignees - inventors removed
avian;44811009;2012-12-31;YEBIO BIOENGINEERING
avian;6669745;2008-09-24;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;74821073;2016-08-18;SHANDONG BINZHOU BOLAIWEI BIOTECH
avian;36162030;1999-11-23;VINOKHODOV VLADIMIR OLEGOVICH
avian;74201195;2016-05-04;SHANGHAI VETERINARY RESEARCH INSTITUTE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian;77881329;2017-09-02;INSTITUTE OF ANIMAL HUSHANDRY VETERINARY MEDICINE HENAN ACADEMY OF AGRICULTURAL SCIENCES
avian;5444736;2005-12-30;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;74602985;2016-07-01;SICHUAN UNIVERSITY
avian;80168794;2017-12-28;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian;78614401;2016-07-14;CHINA AGRICULTURAL UNIVERSITY
avian;78312537;2016-06-30;GUONIAN INDUSTRY
avian;73694238;2014-12-29;PU LIKE BIO ENGINEERING
avian;7483812;2011-07-27;ZHEJIANG EBVAC BIOTECH
avian;74469087;2016-05-30;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian;74469087;2016-05-30;GUANGDONG WENS DAHUANONG BIOTECHNOLOGY
avian;74268863;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian;7172607;2010-09-30;ZHENGZHOU HOUYI PHARMACEUTICAL
avian;8150739;2011-12-14;PU LIKE BIO ENGINEERING
avian;69495109;2015-02-06;JILIN ZHENGYE BIOLOGICAL PRODUCTS
avian;73380803;2014-05-09;BIOTECHNOLOGY RESEARCH INSTITUTE THE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian;68560074;2014-10-03;HARBIN BOAO BIOLOGICAL MEDICAL TECHNOLOGY DEVELOPMENT
avian;71124330;2015-05-07;LANZHOU VETERINARY RESEARCH INSTITUTE CAAS
avian;45435571;2013-02-27;HARBIN PHARMACEUTICAL BIO VACCINE
avian;59520841;2013-09-18;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian;4951666;2001-12-21;pf 
avian;77335706;2017-05-17;GUANGXI UNIVERSITY
avian;69068954;2014-12-09;SHANDONG SINDER TECHNOLOGY
avian;68781436;2014-11-07;NORTHEAST AGRICULTURAL UNIVERSITY
avian;8150758;2012-11-29;FUZHOU BEI NONG BIOTECH
avian;46213721;2013-07-30;BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES
avian;44807712;2012-12-03;QINGDAO VLAND BIOTECH
avian;44807712;2012-12-03;QINGDAO BOITE BIOPHARMACEUTICAL
avian;81403885;2017-03-10;CHENGDU BIPROTEIN BIOTECHNOLOGY
avian;70082408;2015-01-30;ZHAOQING DAHUANONG BIOLOGICAL MEDICINE
avian;70082408;2015-01-30;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian;76122216;2016-06-20;COUNTRY YEAR INDUSTRIAL
avian;44807716;2012-12-03;QINGDAO VLAND BIOTECH
avian;44807716;2012-12-03;QINGDAO BOITE BIOPHARMACEUTICAL
avian;46124812;2013-07-19;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;67393829;2014-03-26;NORTHEAST FORESTRY UNIVERSITY
avian;79189246;2017-10-27;GUIZHOU FIRSTV BIOTECHNOLOGY
avian;72148561;2015-11-25;HARBIN PHARMACEUTICAL BIO VACCINE
avian;72698599;2015-12-29;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian;74268853;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian;74211001;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian;15030932;"2009-02-05
2010-02-05
2011-11-17
2013-10-22
2015-11-16";ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI
avian;15030932;"2009-02-05
2010-02-05
2011-11-17
2013-10-22
2015-11-16";MEMORIAL SLOAN KETTERING CANCER CENTER
avian;73702686;2016-03-22;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;7835707;2012-04-25;CHINA AGRICULTURAL UNIVERSITY
avian;83027280;2017-07-07;QYH BIOTECH
avian;83027280;2017-07-07;CHINA ANIMAL HUSBANDRY INDUSTRY
avian;5162044;2004-10-10;YANGZHOU UNIVERSITY
avian;34095;"2003-05-05
2004-05-04
2006-06-08
2008-04-30";THOMPSON BOYCE PLANT RESEARCH
avian;34095;"2003-05-05
2004-05-04
2006-06-08
2008-04-30";DOW AGROSCIENCES
avian;68066998;2014-08-13;JILIN UNIVERSITY
avian;79337651;2017-12-27;BEIJING CEVA HUADU BIOLOGICAL
avian;44811167;2012-12-03;QINGDAO VLAND BIOTECH
avian;44811167;2012-12-03;QINGDAO BOITE BIOPHARMACEUTICAL
avian;62004011;2009-03-23;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;62215862;2011-03-15;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;6939863;2009-10-21;LIAONING YIKANG BIOLOGICAL PRODUCTS
avian;67545202;2014-06-11;GUANGZHOU SOUTH CHINA BIOLOGICAL MEDICINE
avian;77106475;2017-04-25;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;74536374;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian;38262397;2005-09-02;NATIONAL TAIWAN UNIVERSITY
avian;61973843;2005-07-27;SICHUAN AGRICULTURAL UNIVERSITY
avian;36213031;2003-12-24;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian;76530227;2017-03-28;NOVARTIS BIOTECHNOLOGY
avian;44570221;2005-08-12;BIONOSTRA
avian;73205442;2016-01-22;QINGDAO MINGQIN BIOLOGICAL TECHNOLOGY
avian;73320293;2016-03-18;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian;5303852;2005-04-14;YANGTZE UNIVERSITY
avian;14853368;"2003-03-31
2004-03-31";CSIC - CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
avian;14853368;"2003-03-31
2004-03-31";CHIMERA PHARMA U
avian;76594030;2015-12-18;SHANGHAI HILE BIO PHARMACEUTICAL
avian;7124436;2010-05-14;HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY
avian;8150762;2012-08-23;ZHENGZHOU HOUYI PHARMACEUTICAL
avian;59525715;2013-09-29;YANG JIANCHUN HENAN YAWEI ANIMAL MEDICINE
avian;66833861;"2014-02-17
2014-05-08";BEIJING CEVA HUADU BIOLOGICAL
avian;7569673;2010-08-09;SUN YAT SEN UNIVERSITY
avian;43975230;"1999-05-05
1999-12-16
2000-05-05
2002-03-06
2002-05-17
2003-05-19
2011-07-21";UNIVERSITY OF MARYLAND
avian;7896919;2012-06-18;YEBIO BIOENGINEERING
avian;73506154;2016-03-21;YEBIO BIOENGINEERING
avian;72766979;2015-12-31;YANGZHOU UNIVERSITY
avian;7856050;2012-05-30;QINGDAO AGRICULTURAL UNIVERSITY
avian;7381195;2011-03-28;NANJING YIHAI BIOTECHNOLOGY
avian;67470450;2014-06-05;BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES
avian;71727370;2015-07-17;HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY
avian;7569670;2010-08-09;SUN YAT SEN UNIVERSITY
avian;7946356;2012-04-26;pf 
avian;73352020;"2009-08-07
2013-11-22
2016-05-23";ZOETIS SERVICES
avian;61946250;2005-07-22;YANGZHOU UNIVERSITY
avian;69704418;2013-12-19;PU LIKE BIO ENGINEERING
avian;62109394;2005-07-29;SICHUAN AGRICULTURAL UNIVERSITY
avian;72033940;2015-08-31;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian;72639689;2015-12-31;YANGZHOU UNIVERSITY
avian;72639656;2015-12-31;YANGZHOU UNIVERSITY
avian;72639269;2015-12-31;YANGZHOU UNIVERSITY
avian;72639019;2015-12-31;YANGZHOU UNIVERSITY
avian;5243670;2005-07-22;YANGZHOU UNIVERSITY
avian;74815891;2016-08-09;pf 
avian;62229714;2011-03-15;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian;75716196;2016-11-28;INSTITUTE OF ANIMAL HEALTH GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES
avian;75716196;2016-11-28;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian;7506781;2011-06-17;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian;36334652;2010-04-06;FEDERAL NOE G UCHREZHDENIE FEDERAL NYJ TS OKHRANY ZDOROV JA ZHIVOTNYKH FGU VNIIZZH
avian;74321403;2015-03-06;PU LIKE BIO ENGINEERING
avian;67254719;2014-05-12;CHENGDU QIANKUN ANIMAL PHARMACEUTICAL
avian;68833616;2013-09-11;PU LIKE BIO ENGINEERING
avian;74965561;2016-08-31;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian;45218627;2012-12-18;SHANDONG BINZHOU WOHUA BIOTECH
avian;38281428;2004-01-19;NATIONAL CHUNG HSING UNIVERSITY
avian;36171015;2000-12-06;VNII VETERINARNOJ VIRUSOLOGII
avian;32972270;2008-03-24;ZEON
avian;73264372;2016-03-29;HENAN INSTITUTE OF SCIENCE & TECHNOLOGY
avian;36223679;2003-12-24;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian;38301345;2008-07-04;NATIONAL PINGTUNG UNIVERSITY OF SCIENCE & TECHNOLOGY
avian;38498378;2008-11-21;NATIONAL CHUNG HSING UNIVERSITY
avian;80390169;2016-12-30;VNIIMP - GORBATOV S ALL RUSSIAN MEAT RESEARCH INSTITUTE
avian;74900500;2016-07-29;YANGZHOU UNIVERSITY
avian;76714471;2017-01-19;BEIJING BANGZHUO BIOLOGICAL SCIENCE & TECHNOLOGY
avian;36158839;2002-02-28;SKIJ NII ZASHCHITY ZHIVOTNYKH
avian;36158839;2002-02-28;FEDERAL INSTITUTE
avian;75328035;2016-10-12;ZHONGCHONG XINNUO BIOLOGICAL TECHNOLOGY TAIZHOU
avian;32293289;2004-03-30;ZEON
avian;2780634;2010-01-04;UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO - UNESP
avian;2780634;2010-01-04;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO FAPESP
avian;64940926;2013-12-09;QINGDAO AGRICULTURAL UNIVERSITY
avian;36225273;2005-06-28;GNU VNII VETERINARNOJ VIRUSOLO
avian;74821080;2016-08-18;SHANDONG BINZHOU BOLAIWEI BIOTECH
avian;7569669;2010-08-09;SUN YAT SEN UNIVERSITY
avian;79616936;2017-10-20;HEBEI KEXING PHARMACEUTICAL
avian;70269136;2015-04-03;JIANGSU INSTITUTE OF POULTRY SCIENCES
avian;7421044;2010-04-29;SHANGHAI ACADEMY OF AGRICULTURE SCIENCES
avian;72841607;2016-01-04;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
avian;7769884;2012-03-12;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
avian;7206344;2010-08-27;HENAN INSTITUTE OF SCIENCE & TECHNOLOGY
avian;77327118;2017-06-22;SHANGQIU MEILAN BIOLOGICAL ENGINEERING
avian;60939940;"2009-08-07
2013-11-22";ZOETIS
avian;80404793;2017-12-27;HUANONG BIOLOGICAL INDUSTRY TECHNOLOGY RESEARCH INSTITUTE
avian;80404793;2017-12-27;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian;80404793;2017-12-27;JIANSHUN BIOSCIENCES
avian;76070647;2016-12-20;JILIN UNIVERSITY
avian;70082251;2015-01-26;HENAN INSTITUTE OF SCIENCE & TECHNOLOGY
avian;76332404;2017-02-09;HENAN AGRICULTURAL UNIVERSITY
avian;75811427;"2015-10-05
2017-10-27";BIOMUNE
avian;64515528;2001-07-04;NOBEL CHAINS
avian;7421807;2011-03-16;YANGZHOU UNIVERSITY
avian;31326539;"1998-07-21
1999-07-21";EISAI
avian;62224095;2011-03-16;YANGZHOU UNIVERSITY
avian;36260192;2004-07-05;FEDERAL NOE GOSUDARSTVENNOE UCHREZHDENIE FEDERAL NYJ TSENTR OKHRANY ZDOROV JA ZHIVOTNYKH
avian;76284518;2016-12-20;JILIN UNIVERSITY
avian;76219455;2017-01-19;BEIJING BANGZHUO BIOLOGICAL SCIENCE & TECHNOLOGY
avian;5262624;"2002-01-31
2003-01-29";ZEON
avian;36168084;2001-03-07;??? ?????
avian;36229286;2003-01-22;pf 
avian;76051441;2015-10-30;UNIVERSITY BEIJING
avian;76051441;2015-10-30;BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES
avian;75932075;"2004-04-15
2005-04-14
2007-06-15
2014-07-07
2016-11-15
2018-02-22
2018-10-12";CEVA ANIMAL HEALTH
avian;1454019;"1999-05-05
1999-12-16
2000-05-05";UNIVERSITY OF MARYLAND
avian;1454019;"1999-05-05
1999-12-16
2000-05-05";US DEPARTMENT OF HEALTH & HUMAN SERVICES
avian;22723309;"2004-07-15
2005-07-12";KAKETSUKEN
avian;73986567;2015-11-19;LI SUOXIA
avian;61816107;2013-09-23;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;62232109;2011-03-16;YANGZHOU UNIVERSITY
avian;7405837;2011-03-16;YANGZHOU UNIVERSITY
avian;73011;2010-07-14;NEO VIRNATECH
avian;65093204;2013-12-30;HARBIN PHARMACEUTICAL BIO VACCINE
avian;7285890;2010-12-29;YEBIO BIOENGINEERING
avian;6788369;2008-12-26;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;7648039;2010-09-25;SHANDONG BINZHOU BOLAIWEI BIOTECH
avian;6897661;2009-08-12;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian;64897108;2013-09-23;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian;7607349;2011-12-12;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
avian;7879779;2011-12-17;HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY
avian;5254718;2005-11-14;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;1276501;"1998-12-19
1999-12-17";UNIVERSITY OF MARYLAND
avian;43950382;"2001-04-21
2002-04-19";UNIVERSITY OF CONNECTICUT
avian;6918642;2009-08-06;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian;43252423;"1998-02-27
2001-06-05";ARKANSAS STATE UNIVERSITY
avian;61827982;2013-11-04;SHANDONG SINDER TECHNOLOGY
avian;65336431;2014-01-14;JIANGSU AGRI ANIMAL HUSBANDRY VOCATIONAL COLLEGE
avian;1653300;"2001-05-02
2002-04-29";INRA - INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE
avian_flu;66677400;"2009-05-18
2010-05-17";PANACEA BIOTEC
avian_flu;77651274;2016-04-22;KOREA CENTER FOR DISEASE CONTROL & PREVENTION
avian_flu;72663250;"2005-07-19
2006-07-19";PFENEX
avian_flu;36278210;2007-08-07;TS BIOINZHENERIJA ROSSIJSKOJ A
avian_flu;36278210;2007-08-07;G UCHREZHDENIE NII GRIPPA ROSS
avian_flu;71913154;2014-10-17;???????? ? ???????????? ???????????????? ???????
avian_flu;1835965;"2006-10-04
2007-10-04";UNIVERSITY OF QUEENSLAND
avian_flu;61949150;2009-03-26;CHENGDU KANGHUA BIOLOGICAL PRODUCTS
avian_flu;68886307;2014-11-25;CHENGDU VERO BIOTECHNOLOGY
avian_flu;7819532;"2009-07-13
2009-11-20
2010-07-13";VAXGENE
avian_flu;76121575;2015-10-14;FEDERAL GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE FEDERAL NAUCHNO ISSLEDOVATELSKIJ TSENTR EPIDEMIOLOGII I MIK
avian_flu;36358236;2011-06-16;FEDERAL NOE G BJUDZHETNOE UCHREZHDENIE NII EHKSPERIMENTAL NOJ MEDITSINY SZO RAMN
avian_flu;75693384;2015-09-08;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;6976483;2009-12-31;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
avian_flu;6747874;2008-12-31;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
avian_flu;34977029;2005-02-04;VACCINE LEADER
avian_flu;34977029;2005-02-04;CHOONG ANG VACCINE LAB
avian_flu;79233145;2017-06-06;FEDERAL GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE FEDERAL TSENTR OKHRANY ZDOROVYA ZHIVOTNYKH FGBU VNIIZZH
avian_flu;34977027;2005-02-04;CHOONG ANG VACCINE LAB
avian_flu;34977027;2005-02-04;VACCINE LEADER
avian_flu;34977023;2005-02-04;VACCINE LEADER
avian_flu;34977023;2005-02-04;CHOONG ANG VACCINE LAB
avian_flu;6747865;2008-12-31;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
avian_flu;74799429;2015-04-02;CHINA ANIMAL HEALTH & EPIDEMIOLOGY CENTER
avian_flu;74634206;2015-05-19;VIREN
avian_flu;1936887;"2006-04-10
2012-08-22";US CENTERS FOR DISEASE CONTROL & PREVENTION (CDC)
avian_flu;1936887;"2006-04-10
2012-08-22";PURDUE RESEARCH FOUNDATION
avian_flu;68147589;"2005-04-11
2006-04-10
2007-10-10
2009-12-23";PURDUE RESEARCH FOUNDATION
avian_flu;68147589;"2005-04-11
2006-04-10
2007-10-10
2009-12-23";US DEPARTMENT OF HEALTH & HUMAN SERVICES
avian_flu;68147589;"2005-04-11
2006-04-10
2007-10-10
2009-12-23";PAX VAX
avian_flu;68147589;"2005-04-11
2006-04-10
2007-10-10
2009-12-23";PAX VAX
avian_flu;6747861;2008-12-31;ZHEJIANG CENTER FOR DISEASE CONTROL & PREVENTION
avian_flu;61857084;2012-07-13;KOREA RURAL DEVELOPMENT ADMINISTRATION (RDA)
avian_flu;61857084;2012-07-13;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
avian_flu;36289491;2008-02-20;FEDERAL INSTITUTE
avian_flu;1030310;"2003-07-11
2004-07-09
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-07-19
2007-09-07
2008-05-20
2008-07-21
2010-01-19
2013-03-12
2015-04-30
2016-10-24";NOVAVAX
avian_flu;5288802;"2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18";NOVAVAX
avian_flu;44463622;"2009-10-13
2010-06-25
2010-10-13";NATIONAL UNIVERSITY OF SINGAPORE
avian_flu;44463622;"2009-10-13
2010-06-25
2010-10-13";JOHNS HOPKINS UNIVERSITY
avian_flu;62091928;"2006-05-05
2008-11-28";TEMASEK
avian_flu;45605252;2012-01-04;INSTITUTE BIOCHEMII I BIOFIZYKI PAN
avian_flu;7467440;2006-05-05;LIFE SCIENCES LABORATORY
avian_flu;44268016;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-12-19
2011-11-15
2014-01-07
2015-09-29
2017-03-09
2018-02-21";NOVAVAX
avian_flu;71542233;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-12-19
2013-05-09
2015-06-08
2017-05-30";NOVAVAX
avian_flu;73420248;2014-12-16;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
avian_flu;73420250;2014-12-16;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
avian_flu;73420247;2014-12-16;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
avian_flu;74549763;2016-06-14;HEILONGJIANG ZHONGGAN BIOTECHNOLOGY
avian_flu;67470446;2014-06-20;LI MINGSHENG
avian_flu;1902941;2011-08-26;NOVAVAX
avian_flu;45528865;2011-11-10;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
avian_flu;82739401;"2017-06-22
2018-06-22";UNIVERSITY OF MARYLAND
avian_flu;1810422;"2006-05-24
2006-10-02
2007-05-24
2008-11-24
2012-12-12";UNIVERSITY OF WARWICK
avian_flu;77146964;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-09-12
2008-12-19
2009-09-14
2010-07-08
2011-02-22
2011-10-24
2015-02-23
2016-10-06
2018-03-22";NOVAVAX
avian_flu;14891086;"2006-02-20
2006-04-24
2006-05-19";PROIMMUNE
avian_flu;7139076;2009-05-11;INSTITUTE OF BASIC MEDICAL SCIENCES CHINESE ACADEMY OF MEDICAL SCIENCES
avian_flu;7139076;2009-05-11;NATIONAL INSTITUTE FOR VIRAL DISEASE CONTROL & PREVENTION CHINESE CENTER FOR DISEASE CONTROL & PREVENTION
avian_flu;66108277;2014-01-22;SHENZHEN UNIVERSITY
avian_flu;6976487;2008-11-04;INSTITUTE OF ZOOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;68203203;"2013-06-26
2014-06-17";UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO
avian_flu;44234697;"2008-03-28
2009-03-16";ZEON
avian_flu;7795194;"2010-07-23
2011-07-25";NOVAVAX
avian_flu;7795194;"2010-07-23
2011-07-25";ERASMUS UNIVERSITY MEDICAL CENTRE ROTTERDAM
avian_flu;62188422;"2008-11-07
2009-01-21
2009-11-03";ANHYDRO BIOLOGICALS
avian_flu;64900269;2013-11-19;CHINA AGRICULTURAL UNIVERSITY
avian_flu;7904220;"2009-07-13
2009-11-20
2009-12-23
2010-07-13
2010-12-23
2012-01-13
2012-06-22";VAXGENE
avian_flu;4159224;"2008-03-25
2009-03-25";JUVARIS BIOTHERAPEUTICS
avian_flu;5339145;"2005-12-02
2006-05-22
2006-12-01
2016-03-03";ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI
avian_flu;17879996;"2007-11-26
2008-06-05
2008-11-25
2014-06-24";SEQIRUS
avian_flu;6912442;"2006-11-20
2007-11-16";PAUL EHRLICH INSTITUT BUNDESAMT FUR & IMPFSTOFFE
avian_flu;44299688;"2005-11-18
2006-11-17";RUTGERS UNIVERSITY
avian_flu;17915279;"2008-06-12
2009-03-31
2009-06-12
2011-04-22
2014-08-18";NOVARTIS
avian_flu;44623609;2010-03-05;AGRICULTURAL RESEARCH DEVELOPMENT AGENCY PUBLIC ORGANIZATION
avian_flu;62011541;"2008-12-16
2009-12-16
2016-02-19";OLOGY BIOSERVICES
avian_flu;35083555;2007-04-16;GENEXINE
avian_flu;35083555;2007-04-16;POHANG UNIVERSITY OF SCIENCE & TECHNOLOGY POSTECH
avian_flu;1047256;"2005-12-06
2006-12-06
2008-06-05";YEDA RESEARCH & DEVELOPMENT
avian_flu;79150929;"2012-11-05
2012-12-17
2013-10-30";GEORGIA STATE UNIVERSITY
avian_flu;79150929;"2012-11-05
2012-12-17
2013-10-30";GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION
avian_flu;71238560;"2007-05-31
2007-06-11
2008-05-30";STATENS SERUM INSTITUT
avian_flu;6915717;2009-08-17;NOVARTIS BIOTECHNOLOGY
avian_flu;4151148;"2006-10-18
2007-10-18";ANTIGEN EXPRESS
avian_flu;74520061;"2015-05-04
2016-05-02
2016-12-19
2017-11-01
2017-12-19
2018-01-26";EPIVAX
avian_flu;62214773;"2010-11-04
2011-11-04
2013-09-23
2016-05-26
2016-06-23";ACADEMIA SINICA
avian_flu;44133169;2006-05-16;BUCK INSTITUTE FOR AGE RESEARCH
avian_flu;74519537;"2015-05-04
2016-04-15";NATIONAL INSTITUTE INFECTIOUS DISEASES
avian_flu;74519537;"2015-05-04
2016-04-15";EPIVAX
avian_flu;6723489;2008-11-19;INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES PR CHINA
avian_flu;1853885;"2008-03-28
2009-03-27
2011-07-18";I2 PHARMACEUTICALS
avian_flu;81691150;"2017-03-07
2017-03-10
2018-03-07";pf 
avian_flu;14979971;2007-06-15;PROTHEON
avian_flu;1827507;"2006-04-19
2007-04-18";BIODIEM
avian_flu;62005949;"2008-11-19
2011-05-19
2011-06-17
2014-09-03";LABORATORIO AVI MEX
avian_flu;1809713;"2002-06-15
2006-02-13
2006-06-15
2007-02-13";IBIO
avian_flu;71786052;"2014-06-20
2015-05-08";US DEPARTMENT OF HEALTH & HUMAN SERVICES
avian_flu;44700649;"2011-08-15
2012-08-15
2014-03-20
2017-07-28";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;44204822;"2007-06-18
2008-06-18
2016-10-13";WISCONSIN ALUMNI RESEARCH FOUNDATION
avian_flu;44204822;"2007-06-18
2008-06-18
2016-10-13";UNIVERSITY OF WISCONSIN
avian_flu;7829074;"2010-03-11
2011-03-10";IMMUNE DESIGN
avian_flu;62226019;"2010-04-30
2011-02-09";TEMASEK
avian_flu;76700862;"2010-10-15
2011-10-13";TOKYO METROPOLITAN INSTITUTE OF MEDICAL SCIENCE
avian_flu;76700862;"2010-10-15
2011-10-13";KAKETSUKEN
avian_flu;76700862;"2010-10-15
2011-10-13";HOKKAIDO UNIVERSITY
avian_flu;69804847;"2013-12-23
2014-12-12";TEMASEK
avian_flu;79902136;2017-12-22;JILIN CROWN BIOTECHNOLOGY
avian_flu;1861390;"2008-10-08
2009-10-05";ABIVAX
avian_flu;44777941;2011-05-30;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;44777941;2011-05-30;KONKUK UNIVERSITY INDUSTRY ACADEMIC COLLABORATION FOUNDATION
avian_flu;52565652;"2004-10-07
2005-01-31
2005-10-06";ZOETIS SERVICES
avian_flu;34030892;2005-06-17;REPUBLIC OF KOREA
avian_flu;6460552;"2006-02-10
2006-04-21
2007-04-20";DOW AGROSCIENCES
avian_flu;44345234;"2008-01-16
2008-01-24";US DEPARTMENT OF HEALTH & HUMAN SERVICES
avian_flu;66485733;"2006-04-14
2007-04-09";HEALTHBANKS BIOTECH
avian_flu;6957110;"2008-11-28
2009-11-30
2013-01-18
2014-01-13";MERIAL
avian_flu;6957110;"2008-11-28
2009-11-30
2013-01-18
2014-01-13";BIOLEX THERAPEUTICS
avian_flu;69001;"2007-03-16
2008-03-14";WYETH
avian_flu;14974844;"2007-05-31
2007-06-11
2008-05-30";STATENS SERUM INSTITUT
avian_flu;62255564;"2010-10-18
2010-10-28
2011-10-17";INTERVET INTERNATIONAL
avian_flu;14055911;2004-03-17;PHILIPPS UNIVERSITY MARBURG
avian_flu;45318299;2011-09-26;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;45318299;2011-09-26;KONKUK UNIVERSITY INDUSTRY ACADEMIC COLLABORATION FOUNDATION
avian_flu;7377085;2011-04-21;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;1816280;"2005-04-11
2006-04-10";US DEPARTMENT OF HEALTH & HUMAN SERVICES
