host;Questel unique family ID (FAN);Priority dates;Latest standardized assignees - inventors removed
avian_flu;1816280;"2005-04-11
2006-04-10";PURDUE RESEARCH FOUNDATION
avian_flu;44379436;"2008-12-05
2009-12-04";WISCONSIN ALUMNI RESEARCH FOUNDATION
avian_flu;7605214;2011-11-23;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;33661655;"2011-06-20
2012-05-28";ADMINISTRATIVE AGENCY NATIONAL AGRICULTURE & BIO ORIENTED RESEARCH ORGANIZATION
avian_flu;15564803;2005-12-05;REMEDAL
avian_flu;6623509;"2006-06-16
2007-06-08";DOW AGROSCIENCES
avian_flu;71809425;2015-09-02;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;4116102;"2005-06-01
2006-06-01";VARIATION BIOTECHNOLOGIES
avian_flu;70978248;2015-07-07;YEBIO BIOENGINEERING
avian_flu;65349885;2013-11-08;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
avian_flu;65349885;2013-11-08;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian_flu;1853265;"2008-08-18
2009-08-13
2013-06-18";KITASATO DAIICHI SANKYO VACCINE
avian_flu;35268104;2010-02-09;CHUNGNAM NATIONAL UNIVERSITY INDUSTRY ACADEMIC FOUNDATION
avian_flu;6620283;2008-06-04;UNIVERSITY OF XIAMEN
avian_flu;59523485;2013-09-23;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;70492142;2015-01-28;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian_flu;70492142;2015-01-28;FIRST AFFILIATED HOSPITAL OF GUANGZHOU MEDICAL UNIVERSITY
avian_flu;40963;"2006-02-28
2007-02-28";CENTRO DE INGENIERIA GENETICA & BIOTECHNOLOGICA
avian_flu;46205511;2013-07-23;WUHAN CHOPPER BIOLOGY
avian_flu;1834119;"2006-09-22
2007-09-21
2007-09-24
2012-02-09
2013-05-13
2016-04-18
2018-10-01";AVIEX TECHNOLOGY
avian_flu;7703461;2010-12-30;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;7703461;2010-12-30;WUHAN KEQIAN ANIMAL BIOLOGICAL PRODUCTS
avian_flu;4178215;"2008-06-13
2009-06-15";WISCONSIN ALUMNI RESEARCH FOUNDATION
avian_flu;6976938;2009-12-29;SHANGHAI UNITED CELL BIOTECHNOLOGY
avian_flu;72693163;2015-12-15;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;7869894;2012-05-17;GUANGDONG DAHUANONG ANIMAL HEALTH PRODUCTS
avian_flu;7869894;2012-05-17;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian_flu;59347358;2013-08-12;HEILONGJIANG BAIZHOU BIOLOGICAL ENGINEERING
avian_flu;75485398;2016-07-21;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;53607352;2012-04-17;NATIONAL UNIVERSITY TSING HUA
avian_flu;6407116;"2006-11-30
2007-11-30
2010-09-03";VARIATION BIOTECHNOLOGIES
avian_flu;7145129;"2007-03-30
2008-03-28
2009-07-21
2014-11-24
2018-08-28";BIOMUNE
avian_flu;7202472;2010-10-13;ZHENGZHOU  UNIVERSITY
avian_flu;7320418;2010-12-30;CHONGQING UNIVERSITY
avian_flu;67298748;2014-05-19;ZHENGZHOU AIKE BIOTECHNOLOGY
avian_flu;78964234;2017-09-30;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;72147981;2015-11-04;SHANDONG XINDE ANIMAL VACCINE
avian_flu;7064210;2009-01-21;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;67151881;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-12-19
2010-01-19
2012-09-27
2013-02-11
2013-09-09
2014-02-11";NOVAVAX
avian_flu;65415972;2014-02-17;QILU ANIMAL HEALTH PRODUCTS
avian_flu;7066143;2010-04-29;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
avian_flu;36303018;2007-06-22;pf 
avian_flu;74463401;2016-06-20;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;81327346;2017-12-25;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;6861405;"2007-07-19
2007-09-07
2008-05-20
2008-07-21";NOVAVAX
avian_flu;7120693;2010-02-05;QYH BIOTECH
avian_flu;76711248;2017-04-26;GUANGZHOU BOHENG BIOTECHNOLOGY
avian_flu;68455735;2013-07-16;PU LIKE BIO ENGINEERING
avian_flu;2708209;"2004-12-09
2005-12-09
2009-07-24";UNIVERSITY OF PITTSBURGH
avian_flu;55011610;2010-04-29;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
avian_flu;79774875;2017-12-22;JILIN CROWN BIOTECHNOLOGY
avian_flu;5416667;2006-11-09;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;68575549;2014-10-09;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;73054769;2016-02-23;YEBIO BIOENGINEERING
avian_flu;30129;"2006-04-21
2007-04-18
2007-04-23";ST JUDE CHILDRENS RESEARCH HOSPITAL
avian_flu;30129;"2006-04-21
2007-04-18
2007-04-23";ZOETIS SERVICES
avian_flu;7172594;2010-09-27;WUHAN UNIVERSITY
avian_flu;73637822;2016-04-14;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;80638864;2017-12-30;SOUTH CHINA AGRICULTURAL UNIVERSITY
avian_flu;5335371;"2005-12-07
2005-12-23
2006-04-20
2006-12-06
2011-04-19
2014-11-11";HEMISPHERX BIOPHARMA
avian_flu;79983891;"2010-10-15
2011-10-13
2013-04-12
2018-01-29";HOKKAIDO NATIONAL UNIVERSITY
avian_flu;79983891;"2010-10-15
2011-10-13
2013-04-12
2018-01-29";TOKYO METROPOLITAN INSTITUTE OF MEDICAL SCIENCE
avian_flu;79983891;"2010-10-15
2011-10-13
2013-04-12
2018-01-29";KM BIOLOGICS
avian_flu;71848342;"2014-06-24
2015-06-24";INSTITUTE BIOTECHNOLOGII I ANTYBIOT
avian_flu;7499398;2011-07-19;HARBIN PHARMACEUTICAL BIO VACCINE
avian_flu;73795699;2016-03-24;FUZHOU BEI NONG BIOTECH
avian_flu;74895735;2016-08-04;ZHAOQING DAHUANONG BIOLOGIC PHARMACEUTICAL
avian_flu;74895735;2016-08-04;FIRST AFFILIATED HOSPITAL OF GUANGZHOU MEDICAL UNIVERSITY
avian_flu;74895735;2016-08-04;GUANGZHOU INSTITUTE OF BIOMEDICAL HEALTH CHINESE ACADEMY OF SCIENCES
avian_flu;74542207;2016-06-05;YEBIO BIOENGINEERING
avian_flu;46609356;"2009-10-06
2010-10-04
2010-10-06";HELIX
avian_flu;69444559;2015-02-16;WUHAN SIQIYUAN BIOTECHNOLOGY
avian_flu;43713496;"2007-06-15
2007-06-18";pf 
avian_flu;7786972;2012-03-08;YANGZHOU VAC BIOENGINEERING
avian_flu;7786972;2012-03-08;YANGZHOU YOUBANG BIO CHEMICAL PHARMACEUTIAL
avian_flu;79459369;"2016-10-21
2017-10-20";US DEPARTMENT OF AGRICULTURE
avian_flu;79459369;"2016-10-21
2017-10-20";MERIAL
avian_flu;46243732;"2012-04-18
2014-03-19
2014-04-08";TSINGHUA UNIVERSITY
avian_flu;69500617;2015-02-16;WUHAN SIQIYUAN BIOTECHNOLOGY
avian_flu;62178823;"2008-11-28
2009-11-27";JP NATIONAL INSTITUTE OF INFECTIOUS DISEASES
avian_flu;62178823;"2008-11-28
2009-11-27";HOKKAIDO NATIONAL UNIVERSITY
avian_flu;62178823;"2008-11-28
2009-11-27";SAITAMA MEDICAL UNIVERSITY
avian_flu;62178823;"2008-11-28
2009-11-27";NOF
avian_flu;1907858;"2011-09-14
2012-11-07";ZOETIS SERVICES
avian_flu;7388627;2010-09-15;WUHAN CHOPPER BIOLOGY
avian_flu;72141922;2015-10-16;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;72324296;2015-12-08;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;76051441;2015-10-30;UNIVERSITY BEIJING
avian_flu;76051441;2015-10-30;BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES
avian_flu;75773060;2015-09-19;GUANGDONG WINSUN BIO PHARMACEUTICAL
avian_flu;59563383;2013-09-06;CHENGDU KANGHUA BIOLOGICAL PRODUCTS
avian_flu;5291654;2004-11-29;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;33347988;2009-12-21;NATIONAL INSTITUTE OF INFECTIOUS DISEASES LENGTH
avian_flu;33347988;2009-12-21;HOKKAIDO UNIVERSITY
avian_flu;33347988;2009-12-21;SAITAMA MEDICAL COLLEGE EDUCATIONAL FOUNDATION
avian_flu;33347988;2009-12-21;NOF
avian_flu;69704418;2013-12-19;PU LIKE BIO ENGINEERING
avian_flu;76262897;2015-11-19;DINGZHENG BIOLOGICAL PHARMACEUTICAL
avian_flu;14934360;"2006-05-11
2007-05-11";NOVAVAX
avian_flu;75625010;"2015-09-10
2016-09-09";ACAD SINICA
avian_flu;44147495;"2006-07-27
2007-07-16";pf 
avian_flu;5169058;2003-11-20;WUHAN INSTITUTE OF VIROLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;35384581;2011-05-26;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;83855525;"2015-09-10
2016-09-09";ACADEMIA SINICA
avian_flu;18859013;2007-02-02;pf 
avian_flu;59544561;2013-09-30;ZHONGKE MICROORGANISM IMMUNE AGENTS ENGINEERING CENTER
avian_flu;79677325;2016-10-28;SUNGSHIN WOMEN S UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION
avian_flu;79677325;2016-10-28;CHUNGNAM NATIONAL UNIVERSITY INDUSTRY ACADEMIC FOUNDATION
avian_flu;79677325;2016-10-28;CHUNGBUK NATIONAL UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION
avian_flu;44909365;2011-08-31;TOKYO METROPOLITAN INSTITUTE OF MEDICAL SCIENCE
avian_flu;44909365;2011-08-31;HOKKAIDO UNIVERSITY
avian_flu;44909365;2011-08-31;NATIONAL INSTITUTE OF INFECTIOUS DISEASES LENGTH
avian_flu;44909365;2011-08-31;KAKETSUKEN
avian_flu;71719964;2014-05-30;INSTITUTE OF PROCESS ENGINEERING CHINESE ACADEMY OF SCIENCES
avian_flu;6909856;"2006-10-10
2006-11-20
2007-03-30
2007-04-02
2007-10-10";US DEPARTMENT OF HEALTH & HUMAN SERVICES
avian_flu;8005887;2012-06-28;BEIJING JIANXIANG HEMU BIOLOGICAL TECHNOLOGY
avian_flu;8005887;2012-06-28;SHANXI LONGKER BIOLOGICAL PHARMACEUTICAL
avian_flu;4150230;"2007-01-18
2007-05-01
2007-08-14
2008-01-17";IMMUNEREGEN BIOSCIENCES
avian_flu;6655065;"2007-09-26
2008-02-04
2008-09-26
2010-12-07";SANOFI PASTEUR
avian_flu;6655065;"2007-09-26
2008-02-04
2008-09-26
2010-12-07";MERIAL
avian_flu;34132758;"2007-07-10
2007-10-01";SUNGKYUNKWAN UNIVERSITY
avian_flu;44653913;"2010-12-22
2011-12-22";NOVAVAX
avian_flu;6440200;"2006-10-27
2007-10-24
2007-10-26
2012-05-21
2013-10-23";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;34095;"2003-05-05
2004-05-04
2006-06-08
2008-04-30";THOMPSON BOYCE PLANT RESEARCH
avian_flu;34095;"2003-05-05
2004-05-04
2006-06-08
2008-04-30";DOW AGROSCIENCES
avian_flu;8005920;2012-09-03;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;7961785;2012-09-03;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;7653449;2011-10-20;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;7653449;2011-10-20;BEIJING TRUSTWORTHY TECHNOLOGY
avian_flu;64920211;2012-09-10;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;7615511;2011-05-27;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;67249072;"2013-02-21
2014-02-20
2016-08-25";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;7787818;"2010-03-26
2011-03-28";EMERGENT PRODUCT DEVELOPMENT GAITHERSBURG
avian_flu;67986453;2013-05-15;PU LIKE BIO ENGINEERING
avian_flu;44198038;"2007-05-25
2008-05-27
2014-04-14";NOVAVAX
avian_flu;7061996;2010-01-29;pf 
avian_flu;75693370;2015-09-08;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;72269170;2015-11-06;SHANXI LONGKER BIOLOGICAL PHARMACEUTICAL
avian_flu;7356103;2010-11-04;UNIVERSITY OF HONG KONG
avian_flu;71796595;2014-06-10;POHANG UNIVERSITY OF SCIENCE & TECHNOLOGY POSTECH
avian_flu;71320436;2015-07-07;YEBIO BIOENGINEERING
avian_flu;78238231;2016-06-17;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;68160801;2014-09-04;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;7166664;2010-06-04;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
avian_flu;66031224;2012-11-05;PU LIKE BIO ENGINEERING
avian_flu;44866271;2010-06-04;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
avian_flu;74110081;"2015-03-05
2016-03-04";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;75481316;2016-05-18;NANJING AGRICULTURAL UNIVERSITY
avian_flu;67679992;2013-04-18;CHINA ANIMAL HEALTH & EPIDEMIOLOGY CENTER
avian_flu;70498282;2015-06-05;YANGZHOU UNIVERSITY
avian_flu;78238245;2016-06-17;KONKUK UNIVERSITY INDUSTRIAL COOPERATION
avian_flu;4996653;"2005-09-02
2006-01-13";HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;73420171;2014-12-16;SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION (SNU)
avian_flu;70939959;2015-07-07;YEBIO BIOENGINEERING
avian_flu;70374470;2015-04-01;GUANGZHOU PUTAI BIOTECHNOLOGY
avian_flu;70978297;2015-07-07;YEBIO BIOENGINEERING
avian_flu;59524410;2013-07-30;BEIJING HUAXIA XINGYANG BIOLOGICAL SCIENCE & TECHNOLOGY
avian_flu;77048764;2017-04-26;GUANGZHOU BOHENG BIOTECHNOLOGY
avian_flu;84117966;2017-10-03;TOKYO METROPOLITAN INSTITUTE OF MEDICAL SCIENCE
avian_flu;7486957;2011-07-06;PU LIKE BIO ENGINEERING
avian_flu;44645142;"2010-10-22
2011-10-22";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;76328300;2017-03-08;GUANGZHOU BOHENG BIOTECHNOLOGY
avian_flu;44848421;2012-12-03;QINGDAO VLAND BIOTECH
avian_flu;44848421;2012-12-03;QINGDAO BOITE BIOPHARMACEUTICAL
avian_flu;66833786;2014-04-14;JILIN ZHENGYE BIOLOGICAL PRODUCTS
avian_flu;74535393;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;69336139;2014-09-25;PU LIKE BIO ENGINEERING
avian_flu;77943248;2017-08-09;YEBIO BIOENGINEERING
avian_flu;1637619;"2002-04-12
2002-12-03";pf 
avian_flu;7062005;2010-01-29;BEIJING UNIVERSITY OF TECHNOLOGY
avian_flu;73323949;2016-02-23;YEBIO BIOENGINEERING
avian_flu;65970199;2012-10-31;PU LIKE BIO ENGINEERING
avian_flu;65970199;2012-10-31;LUOYANG HUIZHONG BIOTECH
avian_flu;7310191;2010-12-29;YEBIO BIOENGINEERING
avian_flu;79590573;2016-11-24;KOREA UNIVERSITY INDUSTRIAL & ACADEMIC COLLABORATION FOUNDATION
avian_flu;70927115;2015-05-22;YANGLING GREEN BIO ENGINEERING
avian_flu;6787442;2009-01-04;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;6787440;2009-01-04;INSTITUTE OF ANIMAL SCIENCE & VETERINARY MEDICINE SHANDONG ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;78238197;2016-06-17;IL YANG PHARM
avian_flu;68217054;2014-09-11;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;62015318;2011-02-28;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;6917609;2009-08-21;CHINA ANIMAL HUSBANDRY INDUSTRY
avian_flu;59397165;2013-07-29;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;6740344;2008-12-24;UNIVERSITY BEIJING
avian_flu;6767547;"2007-09-30
2008-09-19";ZHONGQI BIOLOGICAL PHARMACEUTICAL
avian_flu;74268863;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;71513686;2015-09-23;YANGZHOU UNIVERSITY
avian_flu;7361729;2010-12-20;SUN YAT SEN UNIVERSITY
avian_flu;8150739;2011-12-14;PU LIKE BIO ENGINEERING
avian_flu;7963253;2009-10-06;HELIX
avian_flu;65970245;2012-11-26;BEIJING CEVA HUADU BIOLOGICAL
avian_flu;5344326;2005-06-21;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;79907670;2017-11-21;pf 
avian_flu;79761805;2017-11-21;pf 
avian_flu;6772429;2008-10-06;ZHEJIANG YEBIO BIOTECHNOLOGY
avian_flu;73855099;2016-06-08;FUZHOU BEI NONG BIOTECH
avian_flu;70927121;2015-05-22;YANGLING GREEN BIO ENGINEERING
avian_flu;7549686;2010-06-24;LIAONING CHENGDA BIOTECHNOLOGY
avian_flu;15009729;"2008-06-12
2009-06-10";UNIVERSITI PUTRA MALAYSIA
avian_flu;8150758;2012-11-29;FUZHOU BEI NONG BIOTECH
avian_flu;44866259;2010-06-04;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
avian_flu;72837651;2015-12-29;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian_flu;7802930;2011-12-01;HARBIN PHARMACEUTICAL BIO VACCINE
avian_flu;6839066;2009-05-25;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;6688724;2008-10-10;CHONGQING UNIVERSITY
avian_flu;75413063;2016-09-19;CHINA ANIMAL HEALTH & EPIDEMIOLOGY CENTER
avian_flu;72698599;2015-12-29;ZHEJIANG MIBOLERONE BIOLOGICAL TECHNOLOGY
avian_flu;6939828;2009-10-21;LIAONING YIKANG BIOLOGICAL PRODUCTS
avian_flu;75416003;2016-08-31;TIANJIN RINGPU BIOLOGY TECHNOLOGY
avian_flu;72371686;2015-11-26;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian_flu;7196513;2009-09-28;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;73854113;2016-04-14;YEBIO BIOENGINEERING
avian_flu;67345989;"2014-06-18
2014-11-26";INSTITUTE OF PROCESS ENGINEERING CHINESE ACADEMY OF SCIENCES
avian_flu;73581054;2016-02-04;HEILONGJIANG UNIVERSITY
avian_flu;68066209;2014-08-07;YANGZHOU UNIVERSITY
avian_flu;67115092;2014-04-10;TIANJIN INSTITUTE OF ANIMAL HUSBANDRY & VETERINARY
avian_flu;77701832;2017-07-10;GUANGZHOU BOHENG BIOTECHNOLOGY
avian_flu;74268853;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;69334449;2015-01-27;YANGZHOU UNIVERSITY
avian_flu;74211001;2016-06-15;INSTITUTE OF ANIMAL SCIENCE & VETERINARY HUBEI ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;68384596;2014-04-28;LUOYANG HUIZHONG BIOTECH
avian_flu;68384596;2014-04-28;PU LIKE BIO ENGINEERING
avian_flu;62070175;2005-07-08;YANGZHOU UNIVERSITY
avian_flu;7349909;2010-12-29;YEBIO BIOENGINEERING
avian_flu;7802927;2011-12-01;HARBIN PHARMACEUTICAL BIO VACCINE
avian_flu;79695423;2017-11-21;pf 
avian_flu;65363111;2014-01-20;RUIXIN 100 AUSTRIAN BIOTECHNOLOGY
avian_flu;7245089;2008-10-06;ZHEJIANG EBVAC BIOTECH
avian_flu;78330767;2017-09-29;HENAN AGRICULTURAL UNIVERSITY
avian_flu;65363417;2014-01-20;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;76770637;2017-03-10;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;69221371;2014-12-03;BEIJING VETERINARY BIOPHARMACEUTICAL PLANT
avian_flu;68525207;2014-10-09;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;72375853;2015-10-12;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
avian_flu;6860675;2009-05-25;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;77155240;2017-02-21;NANJING AGRICULTURAL UNIVERSITY
avian_flu;73314860;2015-10-09;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;74211712;2016-04-25;SUN YAT SEN UNIVERSITY
avian_flu;77694456;2017-05-27;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;68256207;2014-08-29;CHINA ANIMAL HUSBANDRY INDUSTRY
avian_flu;68256207;2014-08-29;QYH BIOTECH
avian_flu;45801583;2012-02-10;CHINA AGRICULTURAL UNIVERSITY
avian_flu;77797162;2017-08-23;SHANGHAI ANIMAL EPIDEMIC PREVENTION & CONTROL CENTER
avian_flu;71332646;2015-08-11;CHINA AGRICULTURAL UNIVERSITY
avian_flu;68254373;2013-10-31;PU LIKE BIO ENGINEERING
avian_flu;68524662;2014-10-20;NATIONAL INSTITUTE FOR VIRAL DISEASE CONTROL & PREVENTION CHINESE CENTER FOR DISEASE CONTROL & PREVENTION
avian_flu;76301744;2016-12-16;YEBIO BIOENGINEERING
avian_flu;69703975;2013-12-18;PU LIKE BIO ENGINEERING
avian_flu;77707740;2017-07-10;GUANGZHOU BOHENG BIOTECHNOLOGY
avian_flu;62071388;2004-11-25;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;6667540;"2007-07-27
2008-07-25";UNIVERSITY OF XIAMEN
avian_flu;6667540;"2007-07-27
2008-07-25";YANG SHENG TANG
avian_flu;7379686;2011-03-23;INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES
avian_flu;7243615;"2008-12-09
2009-12-09";UNIVERSITY OF XIAMEN
avian_flu;68833616;2013-09-11;PU LIKE BIO ENGINEERING
avian_flu;7786992;2012-03-01;ZHEJIANG TIANYUAN BIOLOGICAL PHARMACEUTICAL
avian_flu;7104749;"2008-08-01
2009-07-31
2011-03-08
2015-06-19";GAMMA VACCINES
avian_flu;76879133;2017-05-02;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian_flu;75283269;2016-09-28;CHINA ANIMAL HEALTH & EPIDEMIOLOGY CENTER
avian_flu;75143232;2016-09-21;NANJING AGRICULTURAL UNIVERSITY
avian_flu;74542441;2016-06-05;YEBIO BIOENGINEERING
avian_flu;78614228;2017-09-13;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;72041681;2015-11-26;CHINA INSTITUTE OF VETERINARY DRUGS CONTROL
avian_flu;5311631;"2005-10-28
2006-10-27";BOEHRINGER INGELHEIM VETMEDICA
avian_flu;7210888;2010-02-01;CHENGDU TIANBANG BIOLOGICAL PRODUCT
avian_flu;76594030;2015-12-18;SHANGHAI HILE BIO PHARMACEUTICAL
avian_flu;75424878;2016-10-28;YANGZHOU UNIVERSITY
avian_flu;77620588;2017-06-29;YEBIO BIOENGINEERING
avian_flu;14932772;"2006-01-17
2007-01-17";CREATOGEN LABORATORIES
avian_flu;5340878;2006-05-19;HUAKUODA ANIMAL SCIENTIFIC TECHNOLOGY
avian_flu;75650367;2016-10-28;YANGZHOU UNIVERSITY
avian_flu;45364546;2013-03-27;NANJING AGRICULTURAL UNIVERSITY
avian_flu;7769884;2012-03-12;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
avian_flu;77210352;2017-06-29;YANGZHOU UNIVERSITY
avian_flu;77210352;2017-06-29;YEBIO BIOENGINEERING
avian_flu;44274061;"2008-09-18
2009-04-01
2009-09-16
2009-09-18
2014-02-04
2016-08-22";AVIEX TECHNOLOGY
avian_flu;7072602;2010-02-01;CHENGDU TIANBANG BIOLOGICAL PRODUCT
avian_flu;5313677;2005-05-09;BIOTECHNOLOGY RESEARCH INSTITUTE THE CHINESE ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;5313677;2005-05-09;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;5313677;2005-05-09;SHENZHEN CITY AGRICULTURAL
avian_flu;7569670;2010-08-09;SUN YAT SEN UNIVERSITY
avian_flu;79891637;2016-12-13;KOREA UNIVERSITY INDUSTRIAL & ACADEMIC COLLABORATION FOUNDATION
avian_flu;35824164;2010-07-29;INSTITUTE BIOCHEMII I BIOFIZYKI POLSKIEJ AKADEMII NAUK
avian_flu;75328035;2016-10-12;ZHONGCHONG XINNUO BIOLOGICAL TECHNOLOGY TAIZHOU
avian_flu;5366405;2005-08-30;pf 
avian_flu;61926840;2006-07-28;LUOYANG PU LIKE BIO ENGINEERING
avian_flu;7569673;2010-08-09;SUN YAT SEN UNIVERSITY
avian_flu;7569669;2010-08-09;SUN YAT SEN UNIVERSITY
avian_flu;68622054;2014-11-10;JIANGSU ACADEMY OF AGRICULTURAL SCIENCES
avian_flu;74605211;2016-07-28;HUAZHONG AGRICULTURAL UNIVERSITY
avian_flu;4963728;2003-12-02;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;6537591;2007-10-11;ZHONGQI BIOLOGICAL PHARMACEUTICAL
avian_flu;44503739;"2003-07-11
2005-10-18
2006-03-10
2006-05-15
2006-07-17
2006-07-21
2006-09-19
2006-10-18
2007-12-20
2008-09-12
2008-12-19
2009-09-14
2010-07-08
2011-02-22
2011-10-24
2015-02-23";NOVAVAX
avian_flu;7987328;"2012-07-12
2012-09-27";YANGZHOU UNIVERSITY
avian_flu;7663333;"2009-07-17
2010-06-16
2012-01-13
2014-08-13";HALLYM UNIVERSITY
avian_flu;72568101;2015-12-11;TIANJIN ZHONGSHENG CHALLENGE BIOTECHNOLOGY
avian_flu;7495821;"2011-09-08
2012-09-04";SHANGHAI VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;71959045;2014-07-10;INSTITUTE OF BIOTECHNOLOGY ACADEMY OF MILITARY MEDICAL SCIENCES CHINA
avian_flu;7569640;2011-09-26;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
avian_flu;7607349;2011-12-12;TIANJIN RUIPU HI TECHNOLOGY BIOLOGICAL PHARMACEUTICAL
avian_flu;7285890;2010-12-29;YEBIO BIOENGINEERING
avian_flu;6788363;2009-02-24;QYH BIOTECH
avian_flu;44334387;"2008-03-13
2009-03-13";UNIVERSITY OF MARYLAND
bovin;79182374;2017-11-10;QILU ANIMAL HEALTH PRODUCTS
bovin;81406930;2017-11-09;JIANSHUN BIOSCIENCES
bovin;78466673;2017-08-30;HARBIN VETERINARY RESEARCH INSTITUTE CAAS
